PA,SZ,AG,Sex,Pop,Time
Geylang,Kallang Way,55_to_59,Females,0,2005
Geylang,Kallang Way,60_to_64,Males,0,2005
Geylang,Kallang Way,60_to_64,Females,0,2005
Geylang,Kallang Way,65_to_69,Males,0,2005
Geylang,Kallang Way,65_to_69,Females,0,2005
Geylang,Kallang Way,70_to_74,Males,0,2005
Geylang,Kallang Way,70_to_74,Females,0,2005
Geylang,Kallang Way,75_to_79,Males,0,2005
Geylang,Kallang Way,75_to_79,Females,0,2005
Geylang,Kallang Way,80_to_84,Males,0,2005
Geylang,Kallang Way,80_to_84,Females,0,2005
Geylang,Kallang Way,85_and_over,Males,0,2005
Geylang,Kallang Way,85_and_over,Females,0,2005
Geylang,Kampong Ubi,0_to_4,Males,310,2005
Geylang,Kampong Ubi,0_to_4,Females,340,2005
Geylang,Kampong Ubi,5_to_9,Males,480,2005
Geylang,Kampong Ubi,5_to_9,Females,400,2005
Geylang,Kampong Ubi,10_to_14,Males,570,2005
Geylang,Kampong Ubi,10_to_14,Females,590,2005
Geylang,Kampong Ubi,15_to_19,Males,660,2005
Geylang,Kampong Ubi,15_to_19,Females,610,2005
Geylang,Kampong Ubi,20_to_24,Males,540,2005
Geylang,Kampong Ubi,20_to_24,Females,470,2005
Geylang,Kampong Ubi,25_to_29,Males,450,2005
Geylang,Kampong Ubi,25_to_29,Females,490,2005
Geylang,Kampong Ubi,30_to_34,Males,460,2005
Geylang,Kampong Ubi,30_to_34,Females,450,2005
Geylang,Kampong Ubi,35_to_39,Males,430,2005
Geylang,Kampong Ubi,35_to_39,Females,480,2005
Geylang,Kampong Ubi,40_to_44,Males,590,2005
Geylang,Kampong Ubi,40_to_44,Females,650,2005
Geylang,Kampong Ubi,45_to_49,Males,680,2005
Geylang,Kampong Ubi,45_to_49,Females,650,2005
Geylang,Kampong Ubi,50_to_54,Males,540,2005
Geylang,Kampong Ubi,50_to_54,Females,500,2005
Geylang,Kampong Ubi,55_to_59,Males,380,2005
Geylang,Kampong Ubi,55_to_59,Females,340,2005
Geylang,Kampong Ubi,60_to_64,Males,190,2005
Geylang,Kampong Ubi,60_to_64,Females,180,2005
Geylang,Kampong Ubi,65_to_69,Males,130,2005
Geylang,Kampong Ubi,65_to_69,Females,130,2005
Geylang,Kampong Ubi,70_to_74,Males,80,2005
Geylang,Kampong Ubi,70_to_74,Females,110,2005
Geylang,Kampong Ubi,75_to_79,Males,50,2005
Geylang,Kampong Ubi,75_to_79,Females,90,2005
Geylang,Kampong Ubi,80_to_84,Males,30,2005
Geylang,Kampong Ubi,80_to_84,Females,40,2005
Geylang,Kampong Ubi,85_and_over,Males,20,2005
Geylang,Kampong Ubi,85_and_over,Females,40,2005
Geylang,Macpherson,0_to_4,Males,600,2005
Geylang,Macpherson,0_to_4,Females,670,2005
Geylang,Macpherson,5_to_9,Males,760,2005
Geylang,Macpherson,5_to_9,Females,720,2005
Geylang,Macpherson,10_to_14,Males,840,2005
Geylang,Macpherson,10_to_14,Females,730,2005
Geylang,Macpherson,15_to_19,Males,830,2005
Geylang,Macpherson,15_to_19,Females,720,2005
Geylang,Macpherson,20_to_24,Males,780,2005
Geylang,Macpherson,20_to_24,Females,760,2005
Geylang,Macpherson,25_to_29,Males,830,2005
Geylang,Macpherson,25_to_29,Females,970,2005
Geylang,Macpherson,30_to_34,Males,980,2005
Geylang,Macpherson,30_to_34,Females,1020,2005
Geylang,Macpherson,35_to_39,Males,1110,2005
Geylang,Macpherson,35_to_39,Females,1040,2005
Geylang,Macpherson,40_to_44,Males,1300,2005
Geylang,Macpherson,40_to_44,Females,1130,2005
Geylang,Macpherson,45_to_49,Males,1290,2005
Geylang,Macpherson,45_to_49,Females,1080,2005
Geylang,Macpherson,50_to_54,Males,1030,2005
Geylang,Macpherson,50_to_54,Females,1000,2005
Geylang,Macpherson,55_to_59,Males,820,2005
Geylang,Macpherson,55_to_59,Females,870,2005
Geylang,Macpherson,60_to_64,Males,640,2005
Geylang,Macpherson,60_to_64,Females,730,2005
Geylang,Macpherson,65_to_69,Males,660,2005
Geylang,Macpherson,65_to_69,Females,800,2005
Geylang,Macpherson,70_to_74,Males,590,2005
Geylang,Macpherson,70_to_74,Females,620,2005
Geylang,Macpherson,75_to_79,Males,350,2005
Geylang,Macpherson,75_to_79,Females,440,2005
Geylang,Macpherson,80_to_84,Males,170,2005
Geylang,Macpherson,80_to_84,Females,240,2005
Geylang,Macpherson,85_and_over,Males,100,2005
Geylang,Macpherson,85_and_over,Females,190,2005
Hougang,Defu Industrial Park,0_to_4,Males,0,2005
Hougang,Defu Industrial Park,0_to_4,Females,0,2005
Hougang,Defu Industrial Park,5_to_9,Males,0,2005
Hougang,Defu Industrial Park,5_to_9,Females,0,2005
Hougang,Defu Industrial Park,10_to_14,Males,0,2005
Hougang,Defu Industrial Park,10_to_14,Females,0,2005
Hougang,Defu Industrial Park,15_to_19,Males,0,2005
Hougang,Defu Industrial Park,15_to_19,Females,0,2005
Hougang,Defu Industrial Park,20_to_24,Males,0,2005
Hougang,Defu Industrial Park,20_to_24,Females,0,2005
Hougang,Defu Industrial Park,25_to_29,Males,0,2005
Hougang,Defu Industrial Park,25_to_29,Females,0,2005
Hougang,Defu Industrial Park,30_to_34,Males,0,2005
Hougang,Defu Industrial Park,30_to_34,Females,0,2005
Hougang,Defu Industrial Park,35_to_39,Males,0,2005
Hougang,Defu Industrial Park,35_to_39,Females,0,2005
Hougang,Defu Industrial Park,40_to_44,Males,0,2005
Hougang,Defu Industrial Park,40_to_44,Females,0,2005
Hougang,Defu Industrial Park,45_to_49,Males,0,2005
Hougang,Defu Industrial Park,45_to_49,Females,0,2005
Hougang,Defu Industrial Park,50_to_54,Males,0,2005
Hougang,Defu Industrial Park,50_to_54,Females,0,2005
Hougang,Defu Industrial Park,55_to_59,Males,0,2005
Hougang,Defu Industrial Park,55_to_59,Females,0,2005
Hougang,Defu Industrial Park,60_to_64,Males,0,2005
Hougang,Defu Industrial Park,60_to_64,Females,0,2005
Hougang,Defu Industrial Park,65_to_69,Males,0,2005
Hougang,Defu Industrial Park,65_to_69,Females,0,2005
Hougang,Defu Industrial Park,70_to_74,Males,0,2005
Hougang,Defu Industrial Park,70_to_74,Females,0,2005
Hougang,Defu Industrial Park,75_to_79,Males,0,2005
Hougang,Defu Industrial Park,75_to_79,Females,0,2005
Hougang,Defu Industrial Park,80_to_84,Males,0,2005
Hougang,Defu Industrial Park,80_to_84,Females,0,2005
Hougang,Defu Industrial Park,85_and_over,Males,0,2005
Hougang,Defu Industrial Park,85_and_over,Females,0,2005
Hougang,Hougang Central,0_to_4,Males,1360,2005
Hougang,Hougang Central,0_to_4,Females,1180,2005
Hougang,Hougang Central,5_to_9,Males,1690,2005
Hougang,Hougang Central,5_to_9,Females,1610,2005
Hougang,Hougang Central,10_to_14,Males,2160,2005
Hougang,Hougang Central,10_to_14,Females,1940,2005
Hougang,Hougang Central,15_to_19,Males,1850,2005
Hougang,Hougang Central,15_to_19,Females,1750,2005
Hougang,Hougang Central,20_to_24,Males,1640,2005
Hougang,Hougang Central,20_to_24,Females,1550,2005
Hougang,Hougang Central,25_to_29,Males,1580,2005
Hougang,Hougang Central,25_to_29,Females,1560,2005
Hougang,Hougang Central,30_to_34,Males,1770,2005
Hougang,Hougang Central,30_to_34,Females,1940,2005
Hougang,Hougang Central,35_to_39,Males,1950,2005
Hougang,Hougang Central,35_to_39,Females,2140,2005
Hougang,Hougang Central,40_to_44,Males,2480,2005
Hougang,Hougang Central,40_to_44,Females,2490,2005
Hougang,Hougang Central,45_to_49,Males,2460,2005
Hougang,Hougang Central,45_to_49,Females,2340,2005
Hougang,Hougang Central,50_to_54,Males,1970,2005
Hougang,Hougang Central,50_to_54,Females,1790,2005
Hougang,Hougang Central,55_to_59,Males,1380,2005
Hougang,Hougang Central,55_to_59,Females,1370,2005
Hougang,Hougang Central,60_to_64,Males,850,2005
Hougang,Hougang Central,60_to_64,Females,840,2005
Hougang,Hougang Central,65_to_69,Males,720,2005
Hougang,Hougang Central,65_to_69,Females,740,2005
Hougang,Hougang Central,70_to_74,Males,450,2005
Hougang,Hougang Central,70_to_74,Females,580,2005
Hougang,Hougang Central,75_to_79,Males,320,2005
Hougang,Hougang Central,75_to_79,Females,420,2005
Hougang,Hougang Central,80_to_84,Males,150,2005
Hougang,Hougang Central,80_to_84,Females,240,2005
Hougang,Hougang Central,85_and_over,Males,80,2005
Hougang,Hougang Central,85_and_over,Females,210,2005
Hougang,Lorong Ah Soo,0_to_4,Males,790,2005
Hougang,Lorong Ah Soo,0_to_4,Females,780,2005
Hougang,Lorong Ah Soo,5_to_9,Males,1020,2005
Hougang,Lorong Ah Soo,5_to_9,Females,1000,2005
Hougang,Lorong Ah Soo,10_to_14,Males,1150,2005
Hougang,Lorong Ah Soo,10_to_14,Females,1150,2005
Hougang,Lorong Ah Soo,15_to_19,Males,1190,2005
Hougang,Lorong Ah Soo,15_to_19,Females,1180,2005
Hougang,Lorong Ah Soo,20_to_24,Males,1170,2005
Hougang,Lorong Ah Soo,20_to_24,Females,1280,2005
Hougang,Lorong Ah Soo,25_to_29,Males,1230,2005
Hougang,Lorong Ah Soo,25_to_29,Females,1210,2005
Hougang,Lorong Ah Soo,30_to_34,Males,1300,2005
Hougang,Lorong Ah Soo,30_to_34,Females,1340,2005
Hougang,Lorong Ah Soo,35_to_39,Males,1290,2005
Hougang,Lorong Ah Soo,35_to_39,Females,1320,2005
Hougang,Lorong Ah Soo,40_to_44,Males,1490,2005
Hougang,Lorong Ah Soo,40_to_44,Females,1460,2005
Hougang,Lorong Ah Soo,45_to_49,Males,1540,2005
Hougang,Lorong Ah Soo,45_to_49,Females,1660,2005
Hougang,Lorong Ah Soo,50_to_54,Males,1390,2005
Hougang,Lorong Ah Soo,50_to_54,Females,1430,2005
Hougang,Lorong Ah Soo,55_to_59,Males,1150,2005
Hougang,Lorong Ah Soo,55_to_59,Females,1280,2005
Hougang,Lorong Ah Soo,60_to_64,Males,710,2005
Hougang,Lorong Ah Soo,60_to_64,Females,740,2005
Hougang,Lorong Ah Soo,65_to_69,Males,590,2005
Hougang,Lorong Ah Soo,65_to_69,Females,650,2005
Hougang,Lorong Ah Soo,70_to_74,Males,440,2005
Hougang,Lorong Ah Soo,70_to_74,Females,530,2005
Hougang,Lorong Ah Soo,75_to_79,Males,250,2005
Hougang,Lorong Ah Soo,75_to_79,Females,350,2005
Hougang,Lorong Ah Soo,80_to_84,Males,130,2005
Hougang,Lorong Ah Soo,80_to_84,Females,190,2005
Hougang,Lorong Ah Soo,85_and_over,Males,80,2005
Hougang,Lorong Ah Soo,85_and_over,Females,190,2005
Hougang,Rosyth,0_to_4,Males,390,2005
Hougang,Rosyth,0_to_4,Females,380,2005
Hougang,Rosyth,5_to_9,Males,620,2005
Hougang,Rosyth,5_to_9,Females,600,2005
Hougang,Rosyth,10_to_14,Males,930,2005
Hougang,Rosyth,10_to_14,Females,910,2005
Hougang,Rosyth,15_to_19,Males,950,2005
Hougang,Rosyth,15_to_19,Females,870,2005
Hougang,Rosyth,20_to_24,Males,730,2005
Hougang,Rosyth,20_to_24,Females,710,2005
Hougang,Rosyth,25_to_29,Males,630,2005
Hougang,Rosyth,25_to_29,Females,600,2005
Hougang,Rosyth,30_to_34,Males,560,2005
Hougang,Rosyth,30_to_34,Females,570,2005
Hougang,Rosyth,35_to_39,Males,560,2005
Hougang,Rosyth,35_to_39,Females,680,2005
Hougang,Rosyth,40_to_44,Males,810,2005
Hougang,Rosyth,40_to_44,Females,990,2005
Hougang,Rosyth,45_to_49,Males,1100,2005
Hougang,Rosyth,45_to_49,Females,1220,2005
Hougang,Rosyth,50_to_54,Males,960,2005
Hougang,Rosyth,50_to_54,Females,880,2005
Hougang,Rosyth,55_to_59,Males,680,2005
Hougang,Rosyth,55_to_59,Females,650,2005
Hougang,Rosyth,60_to_64,Males,360,2005
Hougang,Rosyth,60_to_64,Females,370,2005
Hougang,Rosyth,65_to_69,Males,280,2005
Hougang,Rosyth,65_to_69,Females,320,2005
Hougang,Rosyth,70_to_74,Males,180,2005
Hougang,Rosyth,70_to_74,Females,250,2005
Hougang,Rosyth,75_to_79,Males,140,2005
Hougang,Rosyth,75_to_79,Females,210,2005
Hougang,Rosyth,80_to_84,Males,80,2005
Hougang,Rosyth,80_to_84,Females,110,2005
Hougang,Rosyth,85_and_over,Males,50,2005
Hougang,Rosyth,85_and_over,Females,100,2005
Hougang,Sungei Serangoon,0_to_4,Males,0,2005
Hougang,Sungei Serangoon,0_to_4,Females,0,2005
Hougang,Sungei Serangoon,5_to_9,Males,0,2005
Hougang,Sungei Serangoon,5_to_9,Females,0,2005
Hougang,Sungei Serangoon,10_to_14,Males,0,2005
Hougang,Sungei Serangoon,10_to_14,Females,0,2005
Hougang,Sungei Serangoon,15_to_19,Males,0,2005
Hougang,Sungei Serangoon,15_to_19,Females,0,2005
Hougang,Sungei Serangoon,20_to_24,Males,0,2005
Hougang,Sungei Serangoon,20_to_24,Females,0,2005
Hougang,Sungei Serangoon,25_to_29,Males,0,2005
Hougang,Sungei Serangoon,25_to_29,Females,0,2005
Hougang,Sungei Serangoon,30_to_34,Males,0,2005
Hougang,Sungei Serangoon,30_to_34,Females,0,2005
Hougang,Sungei Serangoon,35_to_39,Males,0,2005
Hougang,Sungei Serangoon,35_to_39,Females,0,2005
Hougang,Sungei Serangoon,40_to_44,Males,0,2005
Hougang,Sungei Serangoon,40_to_44,Females,0,2005
Hougang,Sungei Serangoon,45_to_49,Males,0,2005
Hougang,Sungei Serangoon,45_to_49,Females,0,2005
Hougang,Sungei Serangoon,50_to_54,Males,0,2005
Hougang,Sungei Serangoon,50_to_54,Females,0,2005
Hougang,Sungei Serangoon,55_to_59,Males,0,2005
Hougang,Sungei Serangoon,55_to_59,Females,0,2005
Hougang,Sungei Serangoon,60_to_64,Males,0,2005
Hougang,Sungei Serangoon,60_to_64,Females,0,2005
Hougang,Sungei Serangoon,65_to_69,Males,0,2005
Hougang,Sungei Serangoon,65_to_69,Females,0,2005
Hougang,Sungei Serangoon,70_to_74,Males,0,2005
Hougang,Sungei Serangoon,70_to_74,Females,0,2005
Hougang,Sungei Serangoon,75_to_79,Males,0,2005
Hougang,Sungei Serangoon,75_to_79,Females,0,2005
Hougang,Sungei Serangoon,80_to_84,Males,0,2005
Hougang,Sungei Serangoon,80_to_84,Females,0,2005
Hougang,Sungei Serangoon,85_and_over,Males,0,2005
Hougang,Sungei Serangoon,85_and_over,Females,0,2005
Hougang,Tai Keng,0_to_4,Males,280,2005
Hougang,Tai Keng,0_to_4,Females,270,2005
Hougang,Tai Keng,5_to_9,Males,410,2005
Hougang,Tai Keng,5_to_9,Females,410,2005
Hougang,Tai Keng,10_to_14,Males,470,2005
Hougang,Tai Keng,10_to_14,Females,480,2005
Hougang,Tai Keng,15_to_19,Males,480,2005
Hougang,Tai Keng,15_to_19,Females,470,2005
Hougang,Tai Keng,20_to_24,Males,410,2005
Hougang,Tai Keng,20_to_24,Females,430,2005
Hougang,Tai Keng,25_to_29,Males,420,2005
Hougang,Tai Keng,25_to_29,Females,400,2005
Hougang,Tai Keng,30_to_34,Males,390,2005
Hougang,Tai Keng,30_to_34,Females,420,2005
Hougang,Tai Keng,35_to_39,Males,410,2005
Hougang,Tai Keng,35_to_39,Females,480,2005
Hougang,Tai Keng,40_to_44,Males,530,2005
Hougang,Tai Keng,40_to_44,Females,540,2005
Hougang,Tai Keng,45_to_49,Males,540,2005
Hougang,Tai Keng,45_to_49,Females,560,2005
Hougang,Tai Keng,50_to_54,Males,520,2005
Hougang,Tai Keng,50_to_54,Females,490,2005
Hougang,Tai Keng,55_to_59,Males,360,2005
Hougang,Tai Keng,55_to_59,Females,360,2005
Hougang,Tai Keng,60_to_64,Males,220,2005
Hougang,Tai Keng,60_to_64,Females,220,2005
Hougang,Tai Keng,65_to_69,Males,180,2005
Hougang,Tai Keng,65_to_69,Females,230,2005
Hougang,Tai Keng,70_to_74,Males,170,2005
Hougang,Tai Keng,70_to_74,Females,160,2005
Hougang,Tai Keng,75_to_79,Males,90,2005
Hougang,Tai Keng,75_to_79,Females,120,2005
Hougang,Tai Keng,80_to_84,Males,30,2005
Hougang,Tai Keng,80_to_84,Females,70,2005
Hougang,Tai Keng,85_and_over,Males,30,2005
Hougang,Tai Keng,85_and_over,Females,90,2005
Hougang,Trafalgar,0_to_4,Males,2580,2005
Hougang,Trafalgar,0_to_4,Females,2350,2005
Hougang,Trafalgar,5_to_9,Males,3450,2005
Hougang,Trafalgar,5_to_9,Females,3110,2005
Hougang,Trafalgar,10_to_14,Males,4000,2005
Hougang,Trafalgar,10_to_14,Females,3770,2005
Hougang,Trafalgar,15_to_19,Males,3610,2005
Hougang,Trafalgar,15_to_19,Females,3390,2005
Hougang,Trafalgar,20_to_24,Males,2960,2005
Hougang,Trafalgar,20_to_24,Females,3000,2005
Hougang,Trafalgar,25_to_29,Males,2950,2005
Hougang,Trafalgar,25_to_29,Females,3110,2005
Hougang,Trafalgar,30_to_34,Males,3320,2005
Hougang,Trafalgar,30_to_34,Females,3610,2005
Hougang,Trafalgar,35_to_39,Males,3740,2005
Hougang,Trafalgar,35_to_39,Females,3930,2005
Hougang,Trafalgar,40_to_44,Males,4580,2005
Hougang,Trafalgar,40_to_44,Females,4560,2005
Hougang,Trafalgar,45_to_49,Males,4510,2005
Hougang,Trafalgar,45_to_49,Females,4170,2005
Hougang,Trafalgar,50_to_54,Males,3410,2005
Hougang,Trafalgar,50_to_54,Females,3140,2005
Hougang,Trafalgar,55_to_59,Males,2380,2005
Hougang,Trafalgar,55_to_59,Females,2190,2005
Hougang,Trafalgar,60_to_64,Males,1310,2005
Hougang,Trafalgar,60_to_64,Females,1290,2005
Hougang,Trafalgar,65_to_69,Males,1010,2005
Hougang,Trafalgar,65_to_69,Females,1040,2005
Hougang,Trafalgar,70_to_74,Males,700,2005
Hougang,Trafalgar,70_to_74,Females,910,2005
Hougang,Trafalgar,75_to_79,Males,400,2005
Hougang,Trafalgar,75_to_79,Females,580,2005
Hougang,Trafalgar,80_to_84,Males,190,2005
Hougang,Trafalgar,80_to_84,Females,330,2005
Hougang,Trafalgar,85_and_over,Males,110,2005
Hougang,Trafalgar,85_and_over,Females,270,2005
Jurong East,Boon Lay,0_to_4,Males,560,2005
Jurong East,Boon Lay,0_to_4,Females,500,2005
Jurong East,Boon Lay,5_to_9,Males,660,2005
Jurong East,Boon Lay,5_to_9,Females,620,2005
Jurong East,Boon Lay,10_to_14,Males,780,2005
Jurong East,Boon Lay,10_to_14,Females,690,2005
Jurong East,Boon Lay,15_to_19,Males,790,2005
Jurong East,Boon Lay,15_to_19,Females,730,2005
Jurong East,Boon Lay,20_to_24,Males,720,2005
Jurong East,Boon Lay,20_to_24,Females,740,2005
Jurong East,Boon Lay,25_to_29,Males,770,2005
Jurong East,Boon Lay,25_to_29,Females,770,2005
Jurong East,Boon Lay,30_to_34,Males,760,2005
Jurong East,Boon Lay,30_to_34,Females,810,2005
Jurong East,Boon Lay,35_to_39,Males,810,2005
Jurong East,Boon Lay,35_to_39,Females,800,2005
Jurong East,Boon Lay,40_to_44,Males,840,2005
Jurong East,Boon Lay,40_to_44,Females,900,2005
Jurong East,Boon Lay,45_to_49,Males,890,2005
Jurong East,Boon Lay,45_to_49,Females,910,2005
Jurong East,Boon Lay,50_to_54,Males,860,2005
Jurong East,Boon Lay,50_to_54,Females,840,2005
Jurong East,Boon Lay,55_to_59,Males,650,2005
Jurong East,Boon Lay,55_to_59,Females,580,2005
Jurong East,Boon Lay,60_to_64,Males,340,2005
Jurong East,Boon Lay,60_to_64,Females,320,2005
Jurong East,Boon Lay,65_to_69,Males,230,2005
Jurong East,Boon Lay,65_to_69,Females,280,2005
Jurong East,Boon Lay,70_to_74,Males,180,2005
Jurong East,Boon Lay,70_to_74,Females,200,2005
Jurong East,Boon Lay,75_to_79,Males,100,2005
Jurong East,Boon Lay,75_to_79,Females,140,2005
Jurong East,Boon Lay,80_to_84,Males,60,2005
Jurong East,Boon Lay,80_to_84,Females,90,2005
Jurong East,Boon Lay,85_and_over,Males,40,2005
Jurong East,Boon Lay,85_and_over,Females,70,2005
Jurong East,International Business Park,0_to_4,Males,0,2005
Jurong East,International Business Park,0_to_4,Females,0,2005
Jurong East,International Business Park,5_to_9,Males,0,2005
Jurong East,International Business Park,5_to_9,Females,0,2005
Jurong East,International Business Park,10_to_14,Males,0,2005
Jurong East,International Business Park,10_to_14,Females,0,2005
Jurong East,International Business Park,15_to_19,Males,0,2005
Jurong East,International Business Park,15_to_19,Females,0,2005
Jurong East,International Business Park,20_to_24,Males,0,2005
Jurong East,International Business Park,20_to_24,Females,0,2005
Jurong East,International Business Park,25_to_29,Males,0,2005
Jurong East,International Business Park,25_to_29,Females,0,2005
Jurong East,International Business Park,30_to_34,Males,0,2005
Jurong East,International Business Park,30_to_34,Females,0,2005
Jurong East,International Business Park,35_to_39,Males,0,2005
Jurong East,International Business Park,35_to_39,Females,0,2005
Jurong East,International Business Park,40_to_44,Males,0,2005
Jurong East,International Business Park,40_to_44,Females,0,2005
Jurong East,International Business Park,45_to_49,Males,0,2005
Jurong East,International Business Park,45_to_49,Females,0,2005
Jurong East,International Business Park,50_to_54,Males,0,2005
Jurong East,International Business Park,50_to_54,Females,0,2005
Jurong East,International Business Park,55_to_59,Males,0,2005
Jurong East,International Business Park,55_to_59,Females,0,2005
Jurong East,International Business Park,60_to_64,Males,0,2005
Jurong East,International Business Park,60_to_64,Females,0,2005
Jurong East,International Business Park,65_to_69,Males,0,2005
Jurong East,International Business Park,65_to_69,Females,0,2005
Jurong East,International Business Park,70_to_74,Males,0,2005
Jurong East,International Business Park,70_to_74,Females,0,2005
Jurong East,International Business Park,75_to_79,Males,0,2005
Jurong East,International Business Park,75_to_79,Females,0,2005
Jurong East,International Business Park,80_to_84,Males,0,2005
Jurong East,International Business Park,80_to_84,Females,0,2005
Jurong East,International Business Park,85_and_over,Males,0,2005
Jurong East,International Business Park,85_and_over,Females,0,2005
Jurong East,Jurong Lake,0_to_4,Males,20,2005
Jurong East,Jurong Lake,0_to_4,Females,10,2005
Jurong East,Jurong Lake,5_to_9,Males,20,2005
Jurong East,Jurong Lake,5_to_9,Females,20,2005
Jurong East,Jurong Lake,10_to_14,Males,30,2005
Jurong East,Jurong Lake,10_to_14,Females,30,2005
Jurong East,Jurong Lake,15_to_19,Males,40,2005
Jurong East,Jurong Lake,15_to_19,Females,30,2005
Jurong East,Jurong Lake,20_to_24,Males,50,2005
Jurong East,Jurong Lake,20_to_24,Females,50,2005
Jurong East,Jurong Lake,25_to_29,Males,60,2005
Jurong East,Jurong Lake,25_to_29,Females,60,2005
Jurong East,Jurong Lake,30_to_34,Males,50,2005
Jurong East,Jurong Lake,30_to_34,Females,40,2005
Jurong East,Jurong Lake,35_to_39,Males,40,2005
Jurong East,Jurong Lake,35_to_39,Females,40,2005
Jurong East,Jurong Lake,40_to_44,Males,40,2005
Jurong East,Jurong Lake,40_to_44,Females,30,2005
Jurong East,Jurong Lake,45_to_49,Males,30,2005
Jurong East,Jurong Lake,45_to_49,Females,60,2005
Jurong East,Jurong Lake,50_to_54,Males,50,2005
Jurong East,Jurong Lake,50_to_54,Females,50,2005
Jurong East,Jurong Lake,55_to_59,Males,40,2005
Jurong East,Jurong Lake,55_to_59,Females,40,2005
Jurong East,Jurong Lake,60_to_64,Males,30,2005
Jurong East,Jurong Lake,60_to_64,Females,40,2005
Jurong East,Jurong Lake,65_to_69,Males,30,2005
Jurong East,Jurong Lake,65_to_69,Females,20,2005
Jurong East,Jurong Lake,70_to_74,Males,20,2005
Jurong East,Jurong Lake,70_to_74,Females,10,2005
Jurong East,Jurong Lake,75_to_79,Males,10,2005
Jurong East,Jurong Lake,75_to_79,Females,10,2005
Jurong East,Jurong Lake,80_to_84,Males,0,2005
Jurong East,Jurong Lake,80_to_84,Females,0,2005
Jurong East,Jurong Lake,85_and_over,Males,0,2005
Jurong East,Jurong Lake,85_and_over,Females,0,2005
Jurong East,Jurong Port,0_to_4,Males,0,2005
Jurong East,Jurong Port,0_to_4,Females,0,2005
Jurong East,Jurong Port,5_to_9,Males,0,2005
Jurong East,Jurong Port,5_to_9,Females,0,2005
Jurong East,Jurong Port,10_to_14,Males,0,2005
Jurong East,Jurong Port,10_to_14,Females,0,2005
Jurong East,Jurong Port,15_to_19,Males,0,2005
Jurong East,Jurong Port,15_to_19,Females,0,2005
Jurong East,Jurong Port,20_to_24,Males,0,2005
Jurong East,Jurong Port,20_to_24,Females,0,2005
Jurong East,Jurong Port,25_to_29,Males,0,2005
Jurong East,Jurong Port,25_to_29,Females,0,2005
Jurong East,Jurong Port,30_to_34,Males,0,2005
Jurong East,Jurong Port,30_to_34,Females,0,2005
Jurong East,Jurong Port,35_to_39,Males,0,2005
Jurong East,Jurong Port,35_to_39,Females,0,2005
Jurong East,Jurong Port,40_to_44,Males,0,2005
Jurong East,Jurong Port,40_to_44,Females,0,2005
Jurong East,Jurong Port,45_to_49,Males,0,2005
Jurong East,Jurong Port,45_to_49,Females,0,2005
Jurong East,Jurong Port,50_to_54,Males,0,2005
Jurong East,Jurong Port,50_to_54,Females,0,2005
Jurong East,Jurong Port,55_to_59,Males,0,2005
Jurong East,Jurong Port,55_to_59,Females,0,2005
Jurong East,Jurong Port,60_to_64,Males,0,2005
Jurong East,Jurong Port,60_to_64,Females,0,2005
Jurong East,Jurong Port,65_to_69,Males,0,2005
Jurong East,Jurong Port,65_to_69,Females,0,2005
Jurong East,Jurong Port,70_to_74,Males,0,2005
Jurong East,Jurong Port,70_to_74,Females,0,2005
Jurong East,Jurong Port,75_to_79,Males,0,2005
Jurong East,Jurong Port,75_to_79,Females,0,2005
Jurong East,Jurong Port,80_to_84,Males,0,2005
Jurong East,Jurong Port,80_to_84,Females,0,2005
Jurong East,Jurong Port,85_and_over,Males,0,2005
Jurong East,Jurong Port,85_and_over,Females,0,2005
Jurong East,Jurong Regional Centre,0_to_4,Males,60,2005
Jurong East,Jurong Regional Centre,0_to_4,Females,60,2005
Jurong East,Jurong Regional Centre,5_to_9,Males,70,2005
Jurong East,Jurong Regional Centre,5_to_9,Females,50,2005
Jurong East,Jurong Regional Centre,10_to_14,Males,80,2005
Jurong East,Jurong Regional Centre,10_to_14,Females,70,2005
Jurong East,Jurong Regional Centre,15_to_19,Males,100,2005
Jurong East,Jurong Regional Centre,15_to_19,Females,80,2005
Jurong East,Jurong Regional Centre,20_to_24,Males,100,2005
Jurong East,Jurong Regional Centre,20_to_24,Females,90,2005
Jurong East,Jurong Regional Centre,25_to_29,Males,100,2005
Jurong East,Jurong Regional Centre,25_to_29,Females,110,2005
Jurong East,Jurong Regional Centre,30_to_34,Males,110,2005
Jurong East,Jurong Regional Centre,30_to_34,Females,120,2005
Jurong East,Jurong Regional Centre,35_to_39,Males,110,2005
Jurong East,Jurong Regional Centre,35_to_39,Females,90,2005
Jurong East,Jurong Regional Centre,40_to_44,Males,110,2005
Jurong East,Jurong Regional Centre,40_to_44,Females,110,2005
Jurong East,Jurong Regional Centre,45_to_49,Males,110,2005
Jurong East,Jurong Regional Centre,45_to_49,Females,100,2005
Jurong East,Jurong Regional Centre,50_to_54,Males,90,2005
Jurong East,Jurong Regional Centre,50_to_54,Females,110,2005
Jurong East,Jurong Regional Centre,55_to_59,Males,100,2005
Jurong East,Jurong Regional Centre,55_to_59,Females,80,2005
Jurong East,Jurong Regional Centre,60_to_64,Males,50,2005
Jurong East,Jurong Regional Centre,60_to_64,Females,50,2005
Jurong East,Jurong Regional Centre,65_to_69,Males,50,2005
Jurong East,Jurong Regional Centre,65_to_69,Females,50,2005
