PA,SZ,AG,Sex,Pop,Time
Bedok,Bedok Reservoir,70_to_74,Females,200,2000
Bedok,Bedok Reservoir,75_to_79,Males,70,2000
Bedok,Bedok Reservoir,75_to_79,Females,130,2000
Bedok,Bedok Reservoir,80_to_84,Males,50,2000
Bedok,Bedok Reservoir,80_to_84,Females,80,2000
Bedok,Bedok Reservoir,85_and_over,Males,20,2000
Bedok,Bedok Reservoir,85_and_over,Females,60,2000
Bedok,Bedok South,0_to_4,Males,1490,2000
Bedok,Bedok South,0_to_4,Females,1380,2000
Bedok,Bedok South,5_to_9,Males,1890,2000
Bedok,Bedok South,5_to_9,Females,1730,2000
Bedok,Bedok South,10_to_14,Males,1900,2000
Bedok,Bedok South,10_to_14,Females,1770,2000
Bedok,Bedok South,15_to_19,Males,1820,2000
Bedok,Bedok South,15_to_19,Females,1630,2000
Bedok,Bedok South,20_to_24,Males,1990,2000
Bedok,Bedok South,20_to_24,Females,1920,2000
Bedok,Bedok South,25_to_29,Males,2200,2000
Bedok,Bedok South,25_to_29,Females,2140,2000
Bedok,Bedok South,30_to_34,Males,1940,2000
Bedok,Bedok South,30_to_34,Females,2080,2000
Bedok,Bedok South,35_to_39,Males,2300,2000
Bedok,Bedok South,35_to_39,Females,2380,2000
Bedok,Bedok South,40_to_44,Males,2420,2000
Bedok,Bedok South,40_to_44,Females,2480,2000
Bedok,Bedok South,45_to_49,Males,2210,2000
Bedok,Bedok South,45_to_49,Females,2480,2000
Bedok,Bedok South,50_to_54,Males,2090,2000
Bedok,Bedok South,50_to_54,Females,2140,2000
Bedok,Bedok South,55_to_59,Males,1270,2000
Bedok,Bedok South,55_to_59,Females,1350,2000
Bedok,Bedok South,60_to_64,Males,1120,2000
Bedok,Bedok South,60_to_64,Females,1190,2000
Bedok,Bedok South,65_to_69,Males,910,2000
Bedok,Bedok South,65_to_69,Females,1010,2000
Bedok,Bedok South,70_to_74,Males,690,2000
Bedok,Bedok South,70_to_74,Females,790,2000
Bedok,Bedok South,75_to_79,Males,370,2000
Bedok,Bedok South,75_to_79,Females,510,2000
Bedok,Bedok South,80_to_84,Males,160,2000
Bedok,Bedok South,80_to_84,Females,320,2000
Bedok,Bedok South,85_and_over,Males,130,2000
Bedok,Bedok South,85_and_over,Females,260,2000
Bedok,Frankel,0_to_4,Males,870,2000
Bedok,Frankel,0_to_4,Females,810,2000
Bedok,Frankel,5_to_9,Males,1180,2000
Bedok,Frankel,5_to_9,Females,1160,2000
Bedok,Frankel,10_to_14,Males,1160,2000
Bedok,Frankel,10_to_14,Females,1170,2000
Bedok,Frankel,15_to_19,Males,900,2000
Bedok,Frankel,15_to_19,Females,930,2000
Bedok,Frankel,20_to_24,Males,900,2000
Bedok,Frankel,20_to_24,Females,960,2000
Bedok,Frankel,25_to_29,Males,930,2000
Bedok,Frankel,25_to_29,Females,1020,2000
Bedok,Frankel,30_to_34,Males,900,2000
Bedok,Frankel,30_to_34,Females,1140,2000
Bedok,Frankel,35_to_39,Males,1260,2000
Bedok,Frankel,35_to_39,Females,1530,2000
Bedok,Frankel,40_to_44,Males,1420,2000
Bedok,Frankel,40_to_44,Females,1640,2000
Bedok,Frankel,45_to_49,Males,1390,2000
Bedok,Frankel,45_to_49,Females,1460,2000
Bedok,Frankel,50_to_54,Males,1190,2000
Bedok,Frankel,50_to_54,Females,1200,2000
Bedok,Frankel,55_to_59,Males,620,2000
Bedok,Frankel,55_to_59,Females,710,2000
Bedok,Frankel,60_to_64,Males,550,2000
Bedok,Frankel,60_to_64,Females,700,2000
Bedok,Frankel,65_to_69,Males,450,2000
Bedok,Frankel,65_to_69,Females,580,2000
Bedok,Frankel,70_to_74,Males,380,2000
Bedok,Frankel,70_to_74,Females,500,2000
Bedok,Frankel,75_to_79,Males,250,2000
Bedok,Frankel,75_to_79,Females,330,2000
Bedok,Frankel,80_to_84,Males,130,2000
Bedok,Frankel,80_to_84,Females,230,2000
Bedok,Frankel,85_and_over,Males,100,2000
Bedok,Frankel,85_and_over,Females,190,2000
Bedok,Kaki Bukit,0_to_4,Males,1520,2000
Bedok,Kaki Bukit,0_to_4,Females,1510,2000
Bedok,Kaki Bukit,5_to_9,Males,1860,2000
Bedok,Kaki Bukit,5_to_9,Females,1790,2000
Bedok,Kaki Bukit,10_to_14,Males,2010,2000
Bedok,Kaki Bukit,10_to_14,Females,1870,2000
Bedok,Kaki Bukit,15_to_19,Males,1740,2000
Bedok,Kaki Bukit,15_to_19,Females,1700,2000
Bedok,Kaki Bukit,20_to_24,Males,1570,2000
Bedok,Kaki Bukit,20_to_24,Females,1400,2000
Bedok,Kaki Bukit,25_to_29,Males,1530,2000
Bedok,Kaki Bukit,25_to_29,Females,1610,2000
Bedok,Kaki Bukit,30_to_34,Males,1620,2000
Bedok,Kaki Bukit,30_to_34,Females,1650,2000
Bedok,Kaki Bukit,35_to_39,Males,1950,2000
Bedok,Kaki Bukit,35_to_39,Females,2240,2000
Bedok,Kaki Bukit,40_to_44,Males,2240,2000
Bedok,Kaki Bukit,40_to_44,Females,2320,2000
Bedok,Kaki Bukit,45_to_49,Males,1950,2000
Bedok,Kaki Bukit,45_to_49,Females,1830,2000
Bedok,Kaki Bukit,50_to_54,Males,1430,2000
Bedok,Kaki Bukit,50_to_54,Females,1330,2000
Bedok,Kaki Bukit,55_to_59,Males,690,2000
Bedok,Kaki Bukit,55_to_59,Females,660,2000
Bedok,Kaki Bukit,60_to_64,Males,530,2000
Bedok,Kaki Bukit,60_to_64,Females,590,2000
Bedok,Kaki Bukit,65_to_69,Males,400,2000
Bedok,Kaki Bukit,65_to_69,Females,490,2000
Bedok,Kaki Bukit,70_to_74,Males,280,2000
Bedok,Kaki Bukit,70_to_74,Females,400,2000
Bedok,Kaki Bukit,75_to_79,Males,170,2000
Bedok,Kaki Bukit,75_to_79,Females,230,2000
Bedok,Kaki Bukit,80_to_84,Males,80,2000
Bedok,Kaki Bukit,80_to_84,Females,140,2000
Bedok,Kaki Bukit,85_and_over,Males,50,2000
Bedok,Kaki Bukit,85_and_over,Females,100,2000
Bedok,Kembangan,0_to_4,Males,1040,2000
Bedok,Kembangan,0_to_4,Females,990,2000
Bedok,Kembangan,5_to_9,Males,1490,2000
Bedok,Kembangan,5_to_9,Females,1360,2000
Bedok,Kembangan,10_to_14,Males,1450,2000
Bedok,Kembangan,10_to_14,Females,1400,2000
Bedok,Kembangan,15_to_19,Males,1460,2000
Bedok,Kembangan,15_to_19,Females,1260,2000
Bedok,Kembangan,20_to_24,Males,1280,2000
Bedok,Kembangan,20_to_24,Females,1230,2000
Bedok,Kembangan,25_to_29,Males,1450,2000
Bedok,Kembangan,25_to_29,Females,1380,2000
Bedok,Kembangan,30_to_34,Males,1270,2000
Bedok,Kembangan,30_to_34,Females,1320,2000
Bedok,Kembangan,35_to_39,Males,1470,2000
Bedok,Kembangan,35_to_39,Females,1660,2000
Bedok,Kembangan,40_to_44,Males,1790,2000
Bedok,Kembangan,40_to_44,Females,1850,2000
Bedok,Kembangan,45_to_49,Males,1670,2000
Bedok,Kembangan,45_to_49,Females,1600,2000
Bedok,Kembangan,50_to_54,Males,1350,2000
Bedok,Kembangan,50_to_54,Females,1280,2000
Bedok,Kembangan,55_to_59,Males,850,2000
Bedok,Kembangan,55_to_59,Females,770,2000
Bedok,Kembangan,60_to_64,Males,660,2000
Bedok,Kembangan,60_to_64,Females,700,2000
Bedok,Kembangan,65_to_69,Males,540,2000
Bedok,Kembangan,65_to_69,Females,610,2000
Bedok,Kembangan,70_to_74,Males,490,2000
Bedok,Kembangan,70_to_74,Females,510,2000
Bedok,Kembangan,75_to_79,Males,260,2000
Bedok,Kembangan,75_to_79,Females,310,2000
Bedok,Kembangan,80_to_84,Males,130,2000
Bedok,Kembangan,80_to_84,Females,190,2000
Bedok,Kembangan,85_and_over,Males,70,2000
Bedok,Kembangan,85_and_over,Females,170,2000
Bedok,Siglap,0_to_4,Males,160,2000
Bedok,Siglap,0_to_4,Females,150,2000
Bedok,Siglap,5_to_9,Males,250,2000
Bedok,Siglap,5_to_9,Females,250,2000
Bedok,Siglap,10_to_14,Males,270,2000
Bedok,Siglap,10_to_14,Females,270,2000
Bedok,Siglap,15_to_19,Males,230,2000
Bedok,Siglap,15_to_19,Females,200,2000
Bedok,Siglap,20_to_24,Males,260,2000
Bedok,Siglap,20_to_24,Females,260,2000
Bedok,Siglap,25_to_29,Males,260,2000
Bedok,Siglap,25_to_29,Females,310,2000
Bedok,Siglap,30_to_34,Males,220,2000
Bedok,Siglap,30_to_34,Females,290,2000
Bedok,Siglap,35_to_39,Males,240,2000
Bedok,Siglap,35_to_39,Females,330,2000
Bedok,Siglap,40_to_44,Males,310,2000
Bedok,Siglap,40_to_44,Females,370,2000
Bedok,Siglap,45_to_49,Males,270,2000
Bedok,Siglap,45_to_49,Females,310,2000
Bedok,Siglap,50_to_54,Males,320,2000
Bedok,Siglap,50_to_54,Females,380,2000
Bedok,Siglap,55_to_59,Males,210,2000
Bedok,Siglap,55_to_59,Females,250,2000
Bedok,Siglap,60_to_64,Males,190,2000
Bedok,Siglap,60_to_64,Females,180,2000
Bedok,Siglap,65_to_69,Males,140,2000
Bedok,Siglap,65_to_69,Females,140,2000
Bedok,Siglap,70_to_74,Males,70,2000
Bedok,Siglap,70_to_74,Females,80,2000
Bedok,Siglap,75_to_79,Males,40,2000
Bedok,Siglap,75_to_79,Females,60,2000
Bedok,Siglap,80_to_84,Males,30,2000
Bedok,Siglap,80_to_84,Females,40,2000
Bedok,Siglap,85_and_over,Males,20,2000
Bedok,Siglap,85_and_over,Females,40,2000
Bishan,Bishan East,0_to_4,Males,820,2000
Bishan,Bishan East,0_to_4,Females,770,2000
Bishan,Bishan East,5_to_9,Males,1410,2000
Bishan,Bishan East,5_to_9,Females,1280,2000
Bishan,Bishan East,10_to_14,Males,1360,2000
Bishan,Bishan East,10_to_14,Females,1240,2000
Bishan,Bishan East,15_to_19,Males,1070,2000
Bishan,Bishan East,15_to_19,Females,980,2000
Bishan,Bishan East,20_to_24,Males,980,2000
Bishan,Bishan East,20_to_24,Females,950,2000
Bishan,Bishan East,25_to_29,Males,1240,2000
Bishan,Bishan East,25_to_29,Females,1280,2000
Bishan,Bishan East,30_to_34,Males,1120,2000
Bishan,Bishan East,30_to_34,Females,1200,2000
Bishan,Bishan East,35_to_39,Males,1280,2000
Bishan,Bishan East,35_to_39,Females,1560,2000
Bishan,Bishan East,40_to_44,Males,1670,2000
Bishan,Bishan East,40_to_44,Females,1750,2000
Bishan,Bishan East,45_to_49,Males,1420,2000
Bishan,Bishan East,45_to_49,Females,1400,2000
Bishan,Bishan East,50_to_54,Males,1050,2000
Bishan,Bishan East,50_to_54,Females,1080,2000
Bishan,Bishan East,55_to_59,Males,590,2000
Bishan,Bishan East,55_to_59,Females,570,2000
Bishan,Bishan East,60_to_64,Males,500,2000
Bishan,Bishan East,60_to_64,Females,520,2000
Bishan,Bishan East,65_to_69,Males,330,2000
Bishan,Bishan East,65_to_69,Females,360,2000
Bishan,Bishan East,70_to_74,Males,170,2000
Bishan,Bishan East,70_to_74,Females,260,2000
Bishan,Bishan East,75_to_79,Males,110,2000
Bishan,Bishan East,75_to_79,Females,180,2000
Bishan,Bishan East,80_to_84,Males,70,2000
Bishan,Bishan East,80_to_84,Females,140,2000
Bishan,Bishan East,85_and_over,Males,50,2000
Bishan,Bishan East,85_and_over,Females,110,2000
Bishan,Marymount,0_to_4,Males,1080,2000
Bishan,Marymount,0_to_4,Females,1010,2000
Bishan,Marymount,5_to_9,Males,1670,2000
Bishan,Marymount,5_to_9,Females,1360,2000
Bishan,Marymount,10_to_14,Males,1080,2000
Bishan,Marymount,10_to_14,Females,980,2000
Bishan,Marymount,15_to_19,Males,840,2000
Bishan,Marymount,15_to_19,Females,810,2000
Bishan,Marymount,20_to_24,Males,810,2000
Bishan,Marymount,20_to_24,Females,740,2000
Bishan,Marymount,25_to_29,Males,950,2000
Bishan,Marymount,25_to_29,Females,1040,2000
Bishan,Marymount,30_to_34,Males,1100,2000
Bishan,Marymount,30_to_34,Females,1370,2000
Bishan,Marymount,35_to_39,Males,1570,2000
Bishan,Marymount,35_to_39,Females,1710,2000
Bishan,Marymount,40_to_44,Males,1580,2000
Bishan,Marymount,40_to_44,Females,1500,2000
Bishan,Marymount,45_to_49,Males,1210,2000
Bishan,Marymount,45_to_49,Females,1150,2000
Bishan,Marymount,50_to_54,Males,850,2000
Bishan,Marymount,50_to_54,Females,780,2000
Bishan,Marymount,55_to_59,Males,470,2000
Bishan,Marymount,55_to_59,Females,450,2000
Bishan,Marymount,60_to_64,Males,340,2000
Bishan,Marymount,60_to_64,Females,390,2000
Bishan,Marymount,65_to_69,Males,220,2000
Bishan,Marymount,65_to_69,Females,310,2000
Bishan,Marymount,70_to_74,Males,160,2000
Bishan,Marymount,70_to_74,Females,270,2000
Bishan,Marymount,75_to_79,Males,110,2000
Bishan,Marymount,75_to_79,Females,150,2000
Bishan,Marymount,80_to_84,Males,70,2000
Bishan,Marymount,80_to_84,Females,90,2000
Bishan,Marymount,85_and_over,Males,50,2000
Bishan,Marymount,85_and_over,Females,70,2000
Bishan,Upper Thomson,0_to_4,Males,840,2000
Bishan,Upper Thomson,0_to_4,Females,800,2000
Bishan,Upper Thomson,5_to_9,Males,1290,2000
Bishan,Upper Thomson,5_to_9,Females,1190,2000
Bishan,Upper Thomson,10_to_14,Males,1100,2000
Bishan,Upper Thomson,10_to_14,Females,1060,2000
Bishan,Upper Thomson,15_to_19,Males,990,2000
Bishan,Upper Thomson,15_to_19,Females,910,2000
Bishan,Upper Thomson,20_to_24,Males,960,2000
Bishan,Upper Thomson,20_to_24,Females,940,2000
Bishan,Upper Thomson,25_to_29,Males,1120,2000
Bishan,Upper Thomson,25_to_29,Females,1080,2000
Bishan,Upper Thomson,30_to_34,Males,980,2000
Bishan,Upper Thomson,30_to_34,Females,1090,2000
Bishan,Upper Thomson,35_to_39,Males,1290,2000
Bishan,Upper Thomson,35_to_39,Females,1540,2000
Bishan,Upper Thomson,40_to_44,Males,1520,2000
Bishan,Upper Thomson,40_to_44,Females,1640,2000
Bishan,Upper Thomson,45_to_49,Males,1370,2000
Bishan,Upper Thomson,45_to_49,Females,1390,2000
Bishan,Upper Thomson,50_to_54,Males,1140,2000
Bishan,Upper Thomson,50_to_54,Females,1130,2000
Bishan,Upper Thomson,55_to_59,Males,680,2000
Bishan,Upper Thomson,55_to_59,Females,740,2000
Bishan,Upper Thomson,60_to_64,Males,570,2000
Bishan,Upper Thomson,60_to_64,Females,610,2000
Bishan,Upper Thomson,65_to_69,Males,480,2000
Bishan,Upper Thomson,65_to_69,Females,550,2000
Bishan,Upper Thomson,70_to_74,Males,320,2000
Bishan,Upper Thomson,70_to_74,Females,410,2000
Bishan,Upper Thomson,75_to_79,Males,210,2000
Bishan,Upper Thomson,75_to_79,Females,280,2000
Bishan,Upper Thomson,80_to_84,Males,110,2000
Bishan,Upper Thomson,80_to_84,Females,180,2000
Bishan,Upper Thomson,85_and_over,Males,90,2000
Bishan,Upper Thomson,85_and_over,Females,210,2000
Boon Lay/Pioneer,Benoi Sector,0_to_4,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,0_to_4,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,5_to_9,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,5_to_9,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,10_to_14,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,10_to_14,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,15_to_19,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,15_to_19,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,20_to_24,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,20_to_24,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,25_to_29,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,25_to_29,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,30_to_34,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,30_to_34,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,35_to_39,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,35_to_39,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,40_to_44,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,40_to_44,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,45_to_49,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,45_to_49,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,50_to_54,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,50_to_54,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,55_to_59,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,55_to_59,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,60_to_64,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,60_to_64,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,65_to_69,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,65_to_69,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,70_to_74,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,70_to_74,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,75_to_79,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,75_to_79,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,80_to_84,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,80_to_84,Females,0,2000
Boon Lay/Pioneer,Benoi Sector,85_and_over,Males,0,2000
Boon Lay/Pioneer,Benoi Sector,85_and_over,Females,0,2000
Boon Lay/Pioneer,Gul Basin,0_to_4,Males,0,2000
Boon Lay/Pioneer,Gul Basin,0_to_4,Females,0,2000
Boon Lay/Pioneer,Gul Basin,5_to_9,Males,0,2000
Boon Lay/Pioneer,Gul Basin,5_to_9,Females,0,2000
Boon Lay/Pioneer,Gul Basin,10_to_14,Males,0,2000
Boon Lay/Pioneer,Gul Basin,10_to_14,Females,0,2000
Boon Lay/Pioneer,Gul Basin,15_to_19,Males,0,2000
Boon Lay/Pioneer,Gul Basin,15_to_19,Females,0,2000
Boon Lay/Pioneer,Gul Basin,20_to_24,Males,0,2000
Boon Lay/Pioneer,Gul Basin,20_to_24,Females,0,2000
Boon Lay/Pioneer,Gul Basin,25_to_29,Males,0,2000
Boon Lay/Pioneer,Gul Basin,25_to_29,Females,0,2000
Boon Lay/Pioneer,Gul Basin,30_to_34,Males,0,2000
Boon Lay/Pioneer,Gul Basin,30_to_34,Females,0,2000
Boon Lay/Pioneer,Gul Basin,35_to_39,Males,0,2000
Boon Lay/Pioneer,Gul Basin,35_to_39,Females,0,2000
Boon Lay/Pioneer,Gul Basin,40_to_44,Males,0,2000
Boon Lay/Pioneer,Gul Basin,40_to_44,Females,0,2000
Boon Lay/Pioneer,Gul Basin,45_to_49,Males,0,2000
Boon Lay/Pioneer,Gul Basin,45_to_49,Females,0,2000
Boon Lay/Pioneer,Gul Basin,50_to_54,Males,0,2000
Boon Lay/Pioneer,Gul Basin,50_to_54,Females,0,2000
Boon Lay/Pioneer,Gul Basin,55_to_59,Males,0,2000
Boon Lay/Pioneer,Gul Basin,55_to_59,Females,0,2000
Boon Lay/Pioneer,Gul Basin,60_to_64,Males,0,2000
Boon Lay/Pioneer,Gul Basin,60_to_64,Females,0,2000
Boon Lay/Pioneer,Gul Basin,65_to_69,Males,0,2000
Boon Lay/Pioneer,Gul Basin,65_to_69,Females,0,2000
Boon Lay/Pioneer,Gul Basin,70_to_74,Males,0,2000
Boon Lay/Pioneer,Gul Basin,70_to_74,Females,0,2000
Boon Lay/Pioneer,Gul Basin,75_to_79,Males,0,2000
Boon Lay/Pioneer,Gul Basin,75_to_79,Females,0,2000
Boon Lay/Pioneer,Gul Basin,80_to_84,Males,0,2000
Boon Lay/Pioneer,Gul Basin,80_to_84,Females,0,2000
Boon Lay/Pioneer,Gul Basin,85_and_over,Males,0,2000
Boon Lay/Pioneer,Gul Basin,85_and_over,Females,0,2000
Boon Lay/Pioneer,Gul Circle,0_to_4,Males,0,2000
Boon Lay/Pioneer,Gul Circle,0_to_4,Females,0,2000
Boon Lay/Pioneer,Gul Circle,5_to_9,Males,0,2000
Boon Lay/Pioneer,Gul Circle,5_to_9,Females,0,2000
Boon Lay/Pioneer,Gul Circle,10_to_14,Males,0,2000
Boon Lay/Pioneer,Gul Circle,10_to_14,Females,0,2000
Boon Lay/Pioneer,Gul Circle,15_to_19,Males,0,2000
Boon Lay/Pioneer,Gul Circle,15_to_19,Females,0,2000
Boon Lay/Pioneer,Gul Circle,20_to_24,Males,0,2000
Boon Lay/Pioneer,Gul Circle,20_to_24,Females,0,2000
Boon Lay/Pioneer,Gul Circle,25_to_29,Males,0,2000
Boon Lay/Pioneer,Gul Circle,25_to_29,Females,0,2000
Boon Lay/Pioneer,Gul Circle,30_to_34,Males,0,2000
Boon Lay/Pioneer,Gul Circle,30_to_34,Females,0,2000
Boon Lay/Pioneer,Gul Circle,35_to_39,Males,0,2000
Boon Lay/Pioneer,Gul Circle,35_to_39,Females,0,2000
Boon Lay/Pioneer,Gul Circle,40_to_44,Males,0,2000
Boon Lay/Pioneer,Gul Circle,40_to_44,Females,0,2000
Boon Lay/Pioneer,Gul Circle,45_to_49,Males,0,2000
Boon Lay/Pioneer,Gul Circle,45_to_49,Females,0,2000
Boon Lay/Pioneer,Gul Circle,50_to_54,Males,0,2000
Boon Lay/Pioneer,Gul Circle,50_to_54,Females,0,2000
Boon Lay/Pioneer,Gul Circle,55_to_59,Males,0,2000
Boon Lay/Pioneer,Gul Circle,55_to_59,Females,0,2000
Boon Lay/Pioneer,Gul Circle,60_to_64,Males,0,2000
Boon Lay/Pioneer,Gul Circle,60_to_64,Females,0,2000
Boon Lay/Pioneer,Gul Circle,65_to_69,Males,0,2000
Boon Lay/Pioneer,Gul Circle,65_to_69,Females,0,2000
Boon Lay/Pioneer,Gul Circle,70_to_74,Males,0,2000
Boon Lay/Pioneer,Gul Circle,70_to_74,Females,0,2000
Boon Lay/Pioneer,Gul Circle,75_to_79,Males,0,2000
Boon Lay/Pioneer,Gul Circle,75_to_79,Females,0,2000
Boon Lay/Pioneer,Gul Circle,80_to_84,Males,0,2000
Boon Lay/Pioneer,Gul Circle,80_to_84,Females,0,2000
Boon Lay/Pioneer,Gul Circle,85_and_over,Males,0,2000
Boon Lay/Pioneer,Gul Circle,85_and_over,Females,0,2000
Boon Lay/Pioneer,Joo Koon,0_to_4,Males,0,2000
Boon Lay/Pioneer,Joo Koon,0_to_4,Females,0,2000
Boon Lay/Pioneer,Joo Koon,5_to_9,Males,0,2000
Boon Lay/Pioneer,Joo Koon,5_to_9,Females,0,2000
Boon Lay/Pioneer,Joo Koon,10_to_14,Males,0,2000
Boon Lay/Pioneer,Joo Koon,10_to_14,Females,0,2000
Boon Lay/Pioneer,Joo Koon,15_to_19,Males,0,2000
Boon Lay/Pioneer,Joo Koon,15_to_19,Females,0,2000
Boon Lay/Pioneer,Joo Koon,20_to_24,Males,0,2000
Boon Lay/Pioneer,Joo Koon,20_to_24,Females,0,2000
Boon Lay/Pioneer,Joo Koon,25_to_29,Males,0,2000
Boon Lay/Pioneer,Joo Koon,25_to_29,Females,0,2000
Boon Lay/Pioneer,Joo Koon,30_to_34,Males,0,2000
Boon Lay/Pioneer,Joo Koon,30_to_34,Females,0,2000
Boon Lay/Pioneer,Joo Koon,35_to_39,Males,0,2000
Boon Lay/Pioneer,Joo Koon,35_to_39,Females,0,2000
Boon Lay/Pioneer,Joo Koon,40_to_44,Males,0,2000
Boon Lay/Pioneer,Joo Koon,40_to_44,Females,0,2000
Boon Lay/Pioneer,Joo Koon,45_to_49,Males,0,2000
Boon Lay/Pioneer,Joo Koon,45_to_49,Females,0,2000
Boon Lay/Pioneer,Joo Koon,50_to_54,Males,0,2000
Boon Lay/Pioneer,Joo Koon,50_to_54,Females,0,2000
Boon Lay/Pioneer,Joo Koon,55_to_59,Males,0,2000
Boon Lay/Pioneer,Joo Koon,55_to_59,Females,0,2000
Boon Lay/Pioneer,Joo Koon,60_to_64,Males,0,2000
Boon Lay/Pioneer,Joo Koon,60_to_64,Females,0,2000
Boon Lay/Pioneer,Joo Koon,65_to_69,Males,0,2000
Boon Lay/Pioneer,Joo Koon,65_to_69,Females,0,2000
Boon Lay/Pioneer,Joo Koon,70_to_74,Males,0,2000
Boon Lay/Pioneer,Joo Koon,70_to_74,Females,0,2000
Boon Lay/Pioneer,Joo Koon,75_to_79,Males,0,2000
Boon Lay/Pioneer,Joo Koon,75_to_79,Females,0,2000
Boon Lay/Pioneer,Joo Koon,80_to_84,Males,0,2000
Boon Lay/Pioneer,Joo Koon,80_to_84,Females,0,2000
Boon Lay/Pioneer,Joo Koon,85_and_over,Males,0,2000
Boon Lay/Pioneer,Joo Koon,85_and_over,Females,0,2000
Boon Lay/Pioneer,Liu Fang,0_to_4,Males,0,2000
Boon Lay/Pioneer,Liu Fang,0_to_4,Females,0,2000
Boon Lay/Pioneer,Liu Fang,5_to_9,Males,0,2000
Boon Lay/Pioneer,Liu Fang,5_to_9,Females,0,2000
Boon Lay/Pioneer,Liu Fang,10_to_14,Males,0,2000
Boon Lay/Pioneer,Liu Fang,10_to_14,Females,0,2000
Boon Lay/Pioneer,Liu Fang,15_to_19,Males,0,2000
Boon Lay/Pioneer,Liu Fang,15_to_19,Females,0,2000
Boon Lay/Pioneer,Liu Fang,20_to_24,Males,0,2000
Boon Lay/Pioneer,Liu Fang,20_to_24,Females,0,2000
Boon Lay/Pioneer,Liu Fang,25_to_29,Males,0,2000
Boon Lay/Pioneer,Liu Fang,25_to_29,Females,0,2000
Boon Lay/Pioneer,Liu Fang,30_to_34,Males,0,2000
Boon Lay/Pioneer,Liu Fang,30_to_34,Females,0,2000
Boon Lay/Pioneer,Liu Fang,35_to_39,Males,0,2000
Boon Lay/Pioneer,Liu Fang,35_to_39,Females,0,2000
Boon Lay/Pioneer,Liu Fang,40_to_44,Males,0,2000
Boon Lay/Pioneer,Liu Fang,40_to_44,Females,0,2000
Boon Lay/Pioneer,Liu Fang,45_to_49,Males,0,2000
Boon Lay/Pioneer,Liu Fang,45_to_49,Females,0,2000
Boon Lay/Pioneer,Liu Fang,50_to_54,Males,0,2000
Boon Lay/Pioneer,Liu Fang,50_to_54,Females,0,2000
Boon Lay/Pioneer,Liu Fang,55_to_59,Males,0,2000
Boon Lay/Pioneer,Liu Fang,55_to_59,Females,0,2000
Boon Lay/Pioneer,Liu Fang,60_to_64,Males,0,2000
Boon Lay/Pioneer,Liu Fang,60_to_64,Females,0,2000
Boon Lay/Pioneer,Liu Fang,65_to_69,Males,0,2000
Boon Lay/Pioneer,Liu Fang,65_to_69,Females,0,2000
Boon Lay/Pioneer,Liu Fang,70_to_74,Males,0,2000
Boon Lay/Pioneer,Liu Fang,70_to_74,Females,0,2000
Boon Lay/Pioneer,Liu Fang,75_to_79,Males,0,2000
Boon Lay/Pioneer,Liu Fang,75_to_79,Females,0,2000
Boon Lay/Pioneer,Liu Fang,80_to_84,Males,0,2000
Boon Lay/Pioneer,Liu Fang,80_to_84,Females,0,2000
Boon Lay/Pioneer,Liu Fang,85_and_over,Males,0,2000
Boon Lay/Pioneer,Liu Fang,85_and_over,Females,0,2000
Boon Lay/Pioneer,Pioneer Sector,0_to_4,Males,0,2000
Boon Lay/Pioneer,Pioneer Sector,0_to_4,Females,0,2000
Boon Lay/Pioneer,Pioneer Sector,5_to_9,Males,0,2000
Boon Lay/Pioneer,Pioneer Sector,5_to_9,Females,0,2000
Boon Lay/Pioneer,Pioneer Sector,10_to_14,Males,0,2000
Boon Lay/Pioneer,Pioneer Sector,10_to_14,Females,0,2000
