Country,Country,Year,Avg. Income,Avg. LifeExp,Pop
Syria,Syria,1803,1080,31.1,1340000
Switzerland,Switzerland,1803,2700,38,1850000
Sweden,Sweden,1803,1450,40.3,2380000
Suriname,Suriname,1803,1640,32.9,80700
Sudan,Sudan,1803,518,31.4,4010000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1803,838,26,25800
St. Lucia,St. Lucia,1803,875,28,24000
Sri Lanka,Sri Lanka,1803,898,32.6,1210000
Spain,Spain,1803,1520,29.5,11600000
South Sudan,South Sudan,1803,507,26.7,1030000
South Korea,South Korea,1803,574,25.8,9400000
South Africa,South Africa,1803,1480,33.5,1460000
Somalia,Somalia,1803,696,29.4,993000
Solomon Islands,Solomon Islands,1803,363,25.1,57000
Slovenia,Slovenia,1803,1410,36.6,470000
Slovak Republic,Slovak Republic,1803,1430,36.4,2140000
Singapore,Singapore,1803,1020,29.1,30000
Sierra Leone,Sierra Leone,1803,734,25.1,794000
Seychelles,Seychelles,1803,801,37,12500
Serbia,Serbia,1803,1360,35.5,2150000
Senegal,Senegal,1803,497,25.2,1010000
Saudi Arabia,Saudi Arabia,1803,847,32.1,2090000
Sao Tome and Principe,Sao Tome and Principe,1803,855,31,22700
Samoa,Samoa,1803,1400,25.4,47300
Rwanda,Rwanda,1803,433,31.8,928000
Russia,Russia,1803,1440,29.6,31100000
Romania,Romania,1803,815,35.7,5590000
Qatar,Qatar,1803,1110,30.8,14100
Portugal,Portugal,1803,1680,35.6,3070000
Poland,Poland,1803,1230,35.9,9640000
Philippines,Philippines,1803,962,30.9,1890000
Peru,Peru,1803,1200,35.7,1310000
Paraguay,Paraguay,1803,835,35.5,143000
Papua New Guinea,Papua New Guinea,1803,546,31.5,755000
Panama,Panama,1803,847,32.9,78800
Palestine,Palestine,1803,1220,32.1,166000
Pakistan,Pakistan,1803,1020,25.8,13200000
Oman,Oman,1803,916,32.3,318000
Norway,Norway,1803,1280,38.7,883000
North Korea,North Korea,1803,577,26,4350000
Nigeria,Nigeria,1803,856,30.4,12100000
Niger,Niger,1803,446,30.8,1240000
Nicaragua,Nicaragua,1803,974,25.4,219000
New Zealand,New Zealand,1803,658,34,100000
Netherlands,Netherlands,1803,4300,39.9,2270000
Nepal,Nepal,1803,654,32.8,3880000
Namibia,Namibia,1803,540,32.4,229000
Myanmar,Myanmar,1803,840,30.8,3510000
Mozambique,Mozambique,1803,391,30.3,2000000
Morocco,Morocco,1803,715,33.1,2530000
Montenegro,Montenegro,1803,1060,35.4,127000
Mongolia,Mongolia,1803,592,31.8,619000
Moldova,Moldova,1803,621,33.1,713000
Mexico,Mexico,1803,1380,26.9,6240000
Mauritius,Mauritius,1803,940,28.7,67000
Mauritania,Mauritania,1803,528,32,383000
Marshall Islands,Marshall Islands,1803,540,,5830
Malta,Malta,1803,782,28.7,134000
Mali,Mali,1803,603,26.4,1400000
Maldives,Maldives,1803,843,32.6,42400
Malaysia,Malaysia,1803,997,30.6,287000
Malawi,Malawi,1803,350,30.3,737000
Madagascar,Madagascar,1803,573,30.5,1560000
Luxembourg,Luxembourg,1803,1450,36.9,127000
Lithuania,Lithuania,1803,1270,28.9,779000
Libya,Libya,1803,1050,33.1,532000
Liberia,Liberia,1803,797,31.1,314000
Lesotho,Lesotho,1803,394,32.8,276000
Lebanon,Lebanon,1803,1080,29.7,332000
Latvia,Latvia,1803,754,33,591000
Lao,Lao,1803,865,31.9,470000
Kyrgyz Republic,Kyrgyz Republic,1803,508,23.9,530000
Kuwait,Kuwait,1803,1110,26,81300
Kiribati,Kiribati,1803,552,24.9,17900
Kenya,Kenya,1803,862,25.5,2570000
Jordan,Jordan,1803,976,31.7,217000
Japan,Japan,1803,1050,36.4,30400000
Jamaica,Jamaica,1803,1170,34.2,401000
Italy,Italy,1803,2330,29.7,19000000
Israel,Israel,1803,880,32,210000
Ireland,Ireland,1803,1450,38.3,4200000
Iraq,Iraq,1803,970,31.2,1080000
Iran,Iran,1803,977,25.6,6310000
Indonesia,Indonesia,1803,995,30,16200000
India,India,1803,1050,24,170000000
Iceland,Iceland,1803,927,19.6,61400
Hungary,Hungary,1803,1250,36,3590000
Honduras,Honduras,1803,675,33.9,131000
Haiti,Haiti,1803,634,29,723000
Guyana,Guyana,1803,1220,31.1,166000
Guinea-Bissau,Guinea-Bissau,1803,777,32,218000
Guinea,Guinea,1803,450,29.5,984000
Guatemala,Guatemala,1803,857,25.8,477000
Grenada,Grenada,1803,959,31.4,29400
Greece,Greece,1803,1380,36.6,2170000
Ghana,Ghana,1803,697,28,2020000
Germany,Germany,1803,1670,38.4,23200000
Georgia,Georgia,1803,543,31.9,1070000
Gambia,Gambia,1803,814,28.8,103000
Gabon,Gabon,1803,390,30.6,158000
France,France,1803,1810,30.6,29600000
Finland,Finland,1803,1250,28.5,1000000
Fiji,Fiji,1803,785,26.1,131000
Ethiopia,Ethiopia,1803,523,29.7,2950000
Estonia,Estonia,1803,941,34.8,334000
Eritrea,Eritrea,1803,532,30.2,205000
Equatorial Guinea,Equatorial Guinea,1803,357,29.8,80400
El Salvador,El Salvador,1803,975,28.7,248000
Egypt,Egypt,1803,791,33,4240000
Ecuador,Ecuador,1803,529,32.9,500000
Dominican Republic,Dominican Republic,1803,667,29.9,89000
Dominica,Dominica,1803,663,,20000
Djibouti,Djibouti,1803,759,29.9,22800
Denmark,Denmark,1803,2020,44.8,1080000
Czech Republic,Czech Republic,1803,1920,35,5520000
Cyprus,Cyprus,1803,854,38.5,184000
Cuba,Cuba,1803,894,32.6,377000
Croatia,Croatia,1803,1110,36.1,1230000
Cote d'Ivoire,Cote d'Ivoire,1803,822,31.2,1090000
Costa Rica,Costa Rica,1803,775,30.2,54000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1803,491,31.6,5160000
Comoros,Comoros,1803,698,32.1,56300
Colombia,Colombia,1803,963,32,1210000
China,China,1803,984,32,330000000
Chile,Chile,1803,1030,32,771000
Chad,Chad,1803,418,30.9,1430000
Central African Republic,Central African Republic,1803,424,30,479000
Canada,Canada,1803,1340,39,669000
Cameroon,Cameroon,1803,626,28.8,1860000
Cambodia,Cambodia,1803,904,35,2090000
Burundi,Burundi,1803,419,31.5,899000
Burkina Faso,Burkina Faso,1803,480,29.2,1670000
Bulgaria,Bulgaria,1803,1090,35.9,2020000
Brazil,Brazil,1803,1110,32,3760000
Botswana,Botswana,1803,397,33.6,121000
Bosnia and Herzegovina,Bosnia and Herzegovina,1803,669,35.1,852000
Bhutan,Bhutan,1803,630,28.8,90000
Benin,Benin,1803,597,31,637000
Belize,Belize,1803,579,26.5,25500
Belgium,Belgium,1803,2410,40,3180000
Belarus,Belarus,1803,609,36.2,2360000
Barbados,Barbados,1803,914,32.1,81700
Bangladesh,Bangladesh,1803,876,25.5,19300000
Bahrain,Bahrain,1803,1250,30.3,64500
Bahamas,Bahamas,1803,1450,35.2,27400
Azerbaijan,Azerbaijan,1803,775,29.2,880000
Austria,Austria,1803,1870,34.4,3230000
Australia,Australia,1803,820,34,348000
Armenia,Armenia,1803,514,34,413000
Argentina,Argentina,1803,1510,33.2,534000
Antigua and Barbuda,Antigua and Barbuda,1803,757,33.5,37000
Angola,Angola,1803,626,27,1570000
Andorra,Andorra,1803,1200,,2650
Algeria,Algeria,1803,718,28.8,2530000
Albania,Albania,1803,667,35.4,414000
Afghanistan,Afghanistan,1803,603,28.2,3280000
Vietnam,,1803,861,32,6550000
Turkmenistan,,1803,946,24,367000
Swaziland,,1803,490,32.3,86000
"Micronesia, Fed. Sts.",,1803,519,26.7,16400
"Macedonia, FYR",,1803,690,36.1,392000
Kazakhstan,,1803,1140,26.2,2040000
"Congo, Rep.",,1803,580,32.7,314000
Cape Verde,,1803,529,33.8,55700
Brunei,,1803,1510,29.2,2130
Bolivia,,1803,854,33,1100000
Zimbabwe,Zimbabwe,1804,873,33.7,1090000
Zambia,Zambia,1804,670,32.6,747000
Yemen,Yemen,1804,887,23.4,2590000
Venezuela,Venezuela,1804,682,32.2,718000
Vanuatu,Vanuatu,1804,586,24.3,27800
Uzbekistan,Uzbekistan,1804,503,26.9,1920000
Uruguay,Uruguay,1804,1760,32.9,55000
United States,United States,1804,2170,39.4,7340000
United Kingdom,United Kingdom,1804,3290,41.4,13000000
United Arab Emirates,United Arab Emirates,1804,1010,30.7,40200
Ukraine,Ukraine,1804,767,36.6,11200000
Uganda,Uganda,1804,464,25.3,2100000
Turkey,Turkey,1804,1220,35,9830000
Tunisia,Tunisia,1804,716,28.8,865000
Trinidad and Tobago,Trinidad and Tobago,1804,1230,32.9,60000
Tonga,Tonga,1804,663,28.2,18600
Togo,Togo,1804,683,31.3,446000
Timor-Leste,Timor-Leste,1804,525,28.9,137000
Thailand,Thailand,1804,931,30.4,4670000
Tanzania,Tanzania,1804,562,32.2,3020000
Tajikistan,Tajikistan,1804,557,24.2,467000
Syria,Syria,1804,1080,31.1,1340000
Switzerland,Switzerland,1804,2700,38,1860000
Sweden,Sweden,1804,1360,39.7,2390000
Suriname,Suriname,1804,1640,32.9,80700
Sudan,Sudan,1804,519,31.4,4020000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1804,838,26,25800
St. Lucia,St. Lucia,1804,875,28,24000
Sri Lanka,Sri Lanka,1804,898,32.6,1210000
Spain,Spain,1804,1520,29.5,11700000
South Sudan,South Sudan,1804,508,26.7,1030000
South Korea,South Korea,1804,573,25.8,9400000
South Africa,South Africa,1804,1480,33.5,1460000
Somalia,Somalia,1804,696,29.4,993000
Solomon Islands,Solomon Islands,1804,363,25.1,57000
Slovenia,Slovenia,1804,1410,36.6,470000
Slovak Republic,Slovak Republic,1804,1430,36.4,2140000
Singapore,Singapore,1804,1020,29.1,30000
Sierra Leone,Sierra Leone,1804,734,25.1,794000
Seychelles,Seychelles,1804,804,37,12500
Serbia,Serbia,1804,1360,35.5,2150000
Senegal,Senegal,1804,497,25.2,1010000
Saudi Arabia,Saudi Arabia,1804,848,32.1,2090000
Sao Tome and Principe,Sao Tome and Principe,1804,857,31,22700
Samoa,Samoa,1804,1400,25.4,47300
Rwanda,Rwanda,1804,433,31.8,928000
Russia,Russia,1804,1440,29.6,31100000
Romania,Romania,1804,816,35.7,5640000
Qatar,Qatar,1804,1110,30.8,14100
Portugal,Portugal,1804,1690,35.6,3080000
Poland,Poland,1804,1230,35.9,9690000
Philippines,Philippines,1804,962,30.9,1890000
Peru,Peru,1804,1200,35.7,1310000
Paraguay,Paraguay,1804,836,35.5,143000
Papua New Guinea,Papua New Guinea,1804,547,31.5,755000
Panama,Panama,1804,848,32.9,78800
Palestine,Palestine,1804,1220,32.1,166000
Pakistan,Pakistan,1804,1020,25.8,13200000
Oman,Oman,1804,916,32.3,318000
Norway,Norway,1804,1290,40.5,888000
North Korea,North Korea,1804,576,26,4350000
Nigeria,Nigeria,1804,857,30.4,12100000
Niger,Niger,1804,446,30.8,1240000
Nicaragua,Nicaragua,1804,974,25.4,219000
New Zealand,New Zealand,1804,659,34,100000
Netherlands,Netherlands,1804,4500,39.9,2270000
Nepal,Nepal,1804,654,32.8,3880000
Namibia,Namibia,1804,540,32.4,229000
Myanmar,Myanmar,1804,840,30.8,3510000
Mozambique,Mozambique,1804,391,30.3,2000000
Morocco,Morocco,1804,715,33.1,2540000
Montenegro,Montenegro,1804,1060,35.4,127000
Mongolia,Mongolia,1804,592,31.8,619000
Moldova,Moldova,1804,621,33.1,713000
Mexico,Mexico,1804,1380,26.9,6260000
Mauritius,Mauritius,1804,941,28.7,68400
Mauritania,Mauritania,1804,528,32,383000
Marshall Islands,Marshall Islands,1804,540,,5830
Malta,Malta,1804,782,28.7,134000
Mali,Mali,1804,603,26.4,1400000
Maldives,Maldives,1804,843,32.6,42400
Malaysia,Malaysia,1804,997,30.6,287000
Malawi,Malawi,1804,350,30.3,737000
Madagascar,Madagascar,1804,573,30.5,1570000
Luxembourg,Luxembourg,1804,1450,36.9,127000
Lithuania,Lithuania,1804,1280,28.9,779000
Libya,Libya,1804,1050,33.1,533000
Liberia,Liberia,1804,797,31.1,314000
Lesotho,Lesotho,1804,394,32.8,276000
Lebanon,Lebanon,1804,1080,29.7,332000
Latvia,Latvia,1804,754,33,591000
Lao,Lao,1804,865,31.9,470000
Kyrgyz Republic,Kyrgyz Republic,1804,508,23.9,530000
Kuwait,Kuwait,1804,1110,26,81300
Kiribati,Kiribati,1804,553,24.9,17900
Kenya,Kenya,1804,864,25.5,2570000
Jordan,Jordan,1804,976,31.7,217000
Japan,Japan,1804,1060,36.4,30400000
Jamaica,Jamaica,1804,1170,34.2,401000
Italy,Italy,1804,2430,29.7,19100000
Israel,Israel,1804,880,32,210000
Ireland,Ireland,1804,1450,38.3,4250000
Iraq,Iraq,1804,970,31.2,1080000
Iran,Iran,1804,977,25.6,6330000
Indonesia,Indonesia,1804,995,30,16300000
India,India,1804,1050,23.5,170000000
Iceland,Iceland,1804,927,24.8,61400
Hungary,Hungary,1804,1250,36,3620000
Honduras,Honduras,1804,675,33.9,131000
Haiti,Haiti,1804,634,29,723000
Guyana,Guyana,1804,1220,31.1,166000
Guinea-Bissau,Guinea-Bissau,1804,778,32,218000
Guinea,Guinea,1804,450,29.5,984000
Guatemala,Guatemala,1804,858,25.8,483000
Grenada,Grenada,1804,959,31.4,29400
Greece,Greece,1804,1380,36.6,2180000
Ghana,Ghana,1804,698,28,2020000
Germany,Germany,1804,1690,38.4,23300000
Georgia,Georgia,1804,543,31.9,1070000
Gambia,Gambia,1804,815,28.8,103000
Gabon,Gabon,1804,390,30.6,158000
France,France,1804,1820,29.4,29700000
Finland,Finland,1804,1250,35.9,1010000
Fiji,Fiji,1804,785,26.1,131000
Ethiopia,Ethiopia,1804,523,29.7,2950000
Estonia,Estonia,1804,942,34.4,334000
Eritrea,Eritrea,1804,532,30.2,205000
Equatorial Guinea,Equatorial Guinea,1804,357,29.8,80400
El Salvador,El Salvador,1804,975,28.7,248000
Egypt,Egypt,1804,791,33,4230000
Ecuador,Ecuador,1804,529,32.9,500000
Dominican Republic,Dominican Republic,1804,667,29.9,89000
Dominica,Dominica,1804,663,,20000
Djibouti,Djibouti,1804,762,29.9,22800
Denmark,Denmark,1804,2030,42.8,1080000
Czech Republic,Czech Republic,1804,1920,35,5520000
Cyprus,Cyprus,1804,854,38.5,184000
Cuba,Cuba,1804,905,32.7,389000
Croatia,Croatia,1804,1120,36.1,1230000
Cote d'Ivoire,Cote d'Ivoire,1804,825,31.2,1090000
Costa Rica,Costa Rica,1804,775,30.2,54500
"Congo, Dem. Rep.","Congo, Dem. Rep.",1804,493,31.6,5160000
Comoros,Comoros,1804,699,32.1,56300
Colombia,Colombia,1804,963,32,1210000
China,China,1804,984,32,333000000
Chile,Chile,1804,1030,32,771000
Chad,Chad,1804,418,30.9,1430000
Central African Republic,Central African Republic,1804,424,30,479000
Canada,Canada,1804,1350,39,677000
Cameroon,Cameroon,1804,626,28.8,1860000
Cambodia,Cambodia,1804,904,35,2090000
Burundi,Burundi,1804,420,31.5,899000
Burkina Faso,Burkina Faso,1804,480,29.2,1670000
Bulgaria,Bulgaria,1804,1090,36,2030000
Brazil,Brazil,1804,1110,32,3800000
Botswana,Botswana,1804,397,33.6,121000
Bosnia and Herzegovina,Bosnia and Herzegovina,1804,669,35.1,852000
Bhutan,Bhutan,1804,630,28.8,90000
Benin,Benin,1804,597,31,637000
Belize,Belize,1804,579,26.5,25500
Belgium,Belgium,1804,2410,40,3200000
Belarus,Belarus,1804,609,36.2,2360000
Barbados,Barbados,1804,914,32.1,81700
Bangladesh,Bangladesh,1804,876,25.5,19400000
Bahrain,Bahrain,1804,1260,30.3,64500
Bahamas,Bahamas,1804,1450,35.2,27400
Azerbaijan,Azerbaijan,1804,775,29.2,880000
Austria,Austria,1804,1880,34.4,3240000
Australia,Australia,1804,822,34,348000
Armenia,Armenia,1804,514,34,413000
Argentina,Argentina,1804,1510,33.2,534000
Antigua and Barbuda,Antigua and Barbuda,1804,757,33.5,37000
Angola,Angola,1804,628,27,1570000
Andorra,Andorra,1804,1210,,2650
Algeria,Algeria,1804,719,28.8,2540000
Albania,Albania,1804,667,35.4,416000
Afghanistan,Afghanistan,1804,603,28.2,3280000
Vietnam,,1804,861,32,6550000
Turkmenistan,,1804,947,24,367000
Swaziland,,1804,490,32.3,86000
"Micronesia, Fed. Sts.",,1804,519,26.7,16400
"Macedonia, FYR",,1804,690,36.1,392000
Kazakhstan,,1804,1150,26.2,2040000
"Congo, Rep.",,1804,581,32.7,314000
Cape Verde,,1804,530,33.8,55700
Brunei,,1804,1510,29.2,2130
Bolivia,,1804,854,33,1100000
Zimbabwe,Zimbabwe,1805,874,33.7,1090000
Zambia,Zambia,1805,671,32.6,747000
Yemen,Yemen,1805,889,23.4,2590000
Venezuela,Venezuela,1805,682,32.2,718000
Vanuatu,Vanuatu,1805,586,24.3,27800
Uzbekistan,Uzbekistan,1805,503,26.9,1920000
Uruguay,Uruguay,1805,1760,32.9,55000
United States,United States,1805,2210,39.4,7490000
United Kingdom,United Kingdom,1805,3440,42.3,13100000
United Arab Emirates,United Arab Emirates,1805,1020,30.7,40200
Ukraine,Ukraine,1805,767,36.6,11200000
Uganda,Uganda,1805,464,25.3,2100000
Turkey,Turkey,1805,1220,35,9850000
Tunisia,Tunisia,1805,716,28.8,865000
Trinidad and Tobago,Trinidad and Tobago,1805,1230,32.9,60000
Tonga,Tonga,1805,663,28.2,18600
Togo,Togo,1805,683,31.3,446000
Timor-Leste,Timor-Leste,1805,526,28.9,137000
Thailand,Thailand,1805,932,30.4,4670000
Tanzania,Tanzania,1805,562,32.2,3020000
Tajikistan,Tajikistan,1805,557,24.2,467000
Syria,Syria,1805,1080,31.1,1340000
Switzerland,Switzerland,1805,2700,38,1860000
Sweden,Sweden,1805,1450,41,2410000
Suriname,Suriname,1805,1640,32.9,80700
Sudan,Sudan,1805,519,31.4,4020000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1805,839,26,25800
St. Lucia,St. Lucia,1805,875,28,24000
Sri Lanka,Sri Lanka,1805,898,32.6,1210000
Spain,Spain,1805,1520,29.5,11700000
South Sudan,South Sudan,1805,508,26.7,1030000
South Korea,South Korea,1805,573,25.8,9400000
South Africa,South Africa,1805,1480,33.5,1470000
Somalia,Somalia,1805,697,29.4,994000
Solomon Islands,Solomon Islands,1805,363,25.1,57000
Slovenia,Slovenia,1805,1410,36.6,470000
Slovak Republic,Slovak Republic,1805,1430,36.4,2140000
Singapore,Singapore,1805,1020,29.1,30000
Sierra Leone,Sierra Leone,1805,734,25.1,794000
Seychelles,Seychelles,1805,807,37,12500
Serbia,Serbia,1805,1360,35.5,2150000
Senegal,Senegal,1805,497,25.2,1010000
Saudi Arabia,Saudi Arabia,1805,848,32.1,2090000
Sao Tome and Principe,Sao Tome and Principe,1805,858,31,22700
Samoa,Samoa,1805,1400,25.4,47300
Rwanda,Rwanda,1805,434,31.8,928000
Russia,Russia,1805,1440,29.6,31100000
Romania,Romania,1805,816,35.7,5680000
Qatar,Qatar,1805,1120,30.8,14100
Portugal,Portugal,1805,1690,35.6,3100000
Poland,Poland,1805,1240,35.9,9730000
Philippines,Philippines,1805,962,30.9,1890000
Peru,Peru,1805,1200,35.7,1310000
Paraguay,Paraguay,1805,836,35.5,143000
Papua New Guinea,Papua New Guinea,1805,547,31.5,755000
Panama,Panama,1805,848,32.9,78800
Palestine,Palestine,1805,1220,32.1,166000
Pakistan,Pakistan,1805,1020,25.8,13300000
Oman,Oman,1805,916,32.3,318000
Norway,Norway,1805,1290,44.3,893000
North Korea,North Korea,1805,576,26,4350000
Nigeria,Nigeria,1805,859,30.4,12100000
Niger,Niger,1805,446,30.8,1240000
Nicaragua,Nicaragua,1805,974,25.4,219000
New Zealand,New Zealand,1805,659,34,100000
Netherlands,Netherlands,1805,4240,39.9,2270000
Nepal,Nepal,1805,654,32.8,3880000
Namibia,Namibia,1805,541,32.4,229000
Myanmar,Myanmar,1805,840,30.8,3510000
Mozambique,Mozambique,1805,392,30.3,2010000
Morocco,Morocco,1805,715,33.1,2550000
Montenegro,Montenegro,1805,1060,35.4,127000
Mongolia,Mongolia,1805,593,31.8,619000
Moldova,Moldova,1805,621,33.1,713000
Mexico,Mexico,1805,1380,26.9,6280000
Mauritius,Mauritius,1805,941,28.7,69900
Mauritania,Mauritania,1805,528,32,383000
Marshall Islands,Marshall Islands,1805,541,,5830
Malta,Malta,1805,782,28.7,134000
Mali,Mali,1805,603,26.4,1400000
Maldives,Maldives,1805,843,32.6,42400
Malaysia,Malaysia,1805,998,30.6,287000
Malawi,Malawi,1805,350,30.3,737000
Madagascar,Madagascar,1805,573,30.5,1580000
Luxembourg,Luxembourg,1805,1450,36.9,127000
Lithuania,Lithuania,1805,1280,28.9,779000
Libya,Libya,1805,1050,33.1,533000
Liberia,Liberia,1805,797,31.1,314000
Lesotho,Lesotho,1805,394,32.8,276000
Lebanon,Lebanon,1805,1090,29.7,332000
Latvia,Latvia,1805,755,33,591000
Lao,Lao,1805,865,31.9,470000
Kyrgyz Republic,Kyrgyz Republic,1805,508,23.9,530000
Kuwait,Kuwait,1805,1120,26,81300
Kiribati,Kiribati,1805,553,24.9,17900
Kenya,Kenya,1805,867,25.5,2570000
Jordan,Jordan,1805,976,31.7,217000
Japan,Japan,1805,1060,36.4,30500000
Jamaica,Jamaica,1805,1170,34.2,401000
Italy,Italy,1805,2350,29.7,19200000
Israel,Israel,1805,880,32,210000
Ireland,Ireland,1805,1450,38.3,4290000
Iraq,Iraq,1805,970,31.2,1080000
Iran,Iran,1805,977,25.6,6340000
Indonesia,Indonesia,1805,995,30,16300000
India,India,1805,1050,25.4,170000000
Iceland,Iceland,1805,927,30.9,61400
Hungary,Hungary,1805,1250,36,3650000
Honduras,Honduras,1805,675,33.9,131000
Haiti,Haiti,1805,634,29,723000
Guyana,Guyana,1805,1220,31.1,166000
Guinea-Bissau,Guinea-Bissau,1805,778,32,218000
Guinea,Guinea,1805,451,29.6,984000
Guatemala,Guatemala,1805,858,25.8,490000
Grenada,Grenada,1805,959,31.4,29400
Greece,Greece,1805,1380,36.6,2190000
Ghana,Ghana,1805,698,28,2020000
Germany,Germany,1805,1700,38.4,23400000
Georgia,Georgia,1805,543,31.9,1070000
Gambia,Gambia,1805,815,28.8,103000
Gabon,Gabon,1805,391,30.6,158000
France,France,1805,1820,34.9,29800000
Finland,Finland,1805,1250,39.8,1020000
Fiji,Fiji,1805,785,26.1,132000
Ethiopia,Ethiopia,1805,523,29.7,2950000
Estonia,Estonia,1805,943,33.9,334000
Eritrea,Eritrea,1805,532,30.2,205000
Equatorial Guinea,Equatorial Guinea,1805,358,29.8,80400
El Salvador,El Salvador,1805,975,28.7,248000
Egypt,Egypt,1805,791,33,4230000
Ecuador,Ecuador,1805,529,32.9,500000
Dominican Republic,Dominican Republic,1805,667,29.9,89000
Dominica,Dominica,1805,664,,20000
Djibouti,Djibouti,1805,764,29.9,22800
Denmark,Denmark,1805,2030,43,1080000
Czech Republic,Czech Republic,1805,1920,35,5520000
Cyprus,Cyprus,1805,854,38.5,184000
Cuba,Cuba,1805,915,32.9,400000
Croatia,Croatia,1805,1130,36.1,1230000
Cote d'Ivoire,Cote d'Ivoire,1805,829,31.2,1090000
Costa Rica,Costa Rica,1805,776,30.2,55000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1805,495,31.6,5160000
Comoros,Comoros,1805,700,32.1,56300
Colombia,Colombia,1805,963,32,1210000
China,China,1805,984,32,336000000
Chile,Chile,1805,1030,32,771000
Chad,Chad,1805,418,30.9,1430000
Central African Republic,Central African Republic,1805,424,30,479000
Canada,Canada,1805,1360,39,684000
Cameroon,Cameroon,1805,627,28.8,1860000
Cambodia,Cambodia,1805,904,35,2090000
Burundi,Burundi,1805,420,31.5,899000
Burkina Faso,Burkina Faso,1805,480,29.2,1670000
Bulgaria,Bulgaria,1805,1090,36,2040000
Brazil,Brazil,1805,1110,32,3840000
Botswana,Botswana,1805,398,33.6,121000
Bosnia and Herzegovina,Bosnia and Herzegovina,1805,669,35.1,852000
Bhutan,Bhutan,1805,630,28.8,90000
Benin,Benin,1805,597,31,637000
Belize,Belize,1805,579,26.5,25500
Belgium,Belgium,1805,2410,40,3210000
Belarus,Belarus,1805,609,36.2,2360000
Barbados,Barbados,1805,914,32.1,81700
Bangladesh,Bangladesh,1805,876,25.5,19400000
Bahrain,Bahrain,1805,1260,30.3,64500
Bahamas,Bahamas,1805,1450,35.2,27400
Azerbaijan,Azerbaijan,1805,776,29.2,880000
Austria,Austria,1805,1880,34.4,3250000
Australia,Australia,1805,824,34,347000
