Country,Country,Year,Avg. Income,Avg. LifeExp,Pop
Benin,Benin,1974,1190,49.2,3190000
Belize,Belize,1974,3260,67.9,131000
Belgium,Belgium,1974,22500,71.8,9750000
Belarus,Belarus,1974,6260,71.4,9250000
Barbados,Barbados,1974,10700,70.6,245000
Bangladesh,Bangladesh,1974,1080,51.5,69900000
Bahrain,Bahrain,1974,36600,67.3,252000
Bahamas,Bahamas,1974,17100,66.7,185000
Azerbaijan,Azerbaijan,1974,8080,63.8,5580000
Austria,Austria,1974,21500,71,7630000
Australia,Australia,1974,21400,72.2,13700000
Armenia,Armenia,1974,3880,67.6,2770000
Argentina,Argentina,1974,13000,66.8,25600000
Antigua and Barbuda,Antigua and Barbuda,1974,6650,68.3,70900
Angola,Angola,1974,6060,49.6,7470000
Andorra,Andorra,1974,35300,77.2,29500
Algeria,Algeria,1974,7890,59.1,16200000
Albania,Albania,1974,4320,69.8,2360000
Afghanistan,Afghanistan,1974,1180,46.1,12300000
Vietnam,,1974,1130,53.6,47700000
Turkmenistan,,1974,10900,58.2,2460000
Swaziland,,1974,5200,54.1,502000
"Micronesia, Fed. Sts.",,1974,2740,60.5,62500
"Macedonia, FYR",,1974,8150,68.6,1780000
Kazakhstan,,1974,13300,64.7,13900000
"Congo, Rep.",,1974,3860,50.5,1540000
Cape Verde,,1974,772,61,272000
Brunei,,1974,100000,69,155000
Bolivia,,1974,4070,52.7,4900000
Zimbabwe,Zimbabwe,1975,2730,59.1,6120000
Zambia,Zambia,1975,3590,57.6,4960000
Yemen,Yemen,1975,2620,48.6,6830000
Venezuela,Venezuela,1975,17600,67.9,13400000
Vanuatu,Vanuatu,1975,2100,58.8,99900
Uzbekistan,Uzbekistan,1975,3570,65.2,13900000
Uruguay,Uruguay,1975,8280,68.8,2830000
United States,United States,1975,25900,72.4,219000000
United Kingdom,United Kingdom,1975,18900,72.5,56200000
United Arab Emirates,United Arab Emirates,1975,163000,68.3,554000
Ukraine,Ukraine,1975,8710,69.1,48800000
Uganda,Uganda,1975,998,51.3,10800000
Turkey,Turkey,1975,8830,60.2,39300000
Tunisia,Tunisia,1975,4080,62.1,5650000
Trinidad and Tobago,Trinidad and Tobago,1975,11900,66.5,1010000
Tonga,Tonga,1975,1910,66,88300
Togo,Togo,1975,1830,54,2410000
Timor-Leste,Timor-Leste,1975,774,43,665000
Thailand,Thailand,1975,2780,65,42300000
Tanzania,Tanzania,1975,1500,54.2,16000000
Tajikistan,Tajikistan,1975,4890,58.5,3390000
Syria,Syria,1975,4070,67.2,7540000
Switzerland,Switzerland,1975,38000,74.7,6360000
Sweden,Sweden,1975,25400,75.1,8200000
Suriname,Suriname,1975,9590,65,363000
Sudan,Sudan,1975,2080,53.5,12100000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1975,2730,66.6,95600
St. Lucia,St. Lucia,1975,4150,67.1,110000
Sri Lanka,Sri Lanka,1975,2250,64.9,13800000
Spain,Spain,1975,16100,73.5,36000000
South Sudan,South Sudan,1975,2300,50.3,4120000
South Korea,South Korea,1975,3990,64.3,35400000
South Africa,South Africa,1975,10700,58.8,26200000
Somalia,Somalia,1975,1150,47.9,3880000
Solomon Islands,Solomon Islands,1975,923,54.7,193000
Slovenia,Slovenia,1975,16300,69.3,1740000
Slovak Republic,Slovak Republic,1975,12800,70.4,4750000
Singapore,Singapore,1975,14800,70.4,2260000
Sierra Leone,Sierra Leone,1975,1530,47.3,2990000
Seychelles,Seychelles,1975,8320,68,59600
Serbia,Serbia,1975,13200,71.1,8500000
Senegal,Senegal,1975,1980,49.3,4940000
Saudi Arabia,Saudi Arabia,1975,78400,68.6,7430000
Sao Tome and Principe,Sao Tome and Principe,1975,2280,61.6,82600
Samoa,Samoa,1975,3270,65.6,151000
Rwanda,Rwanda,1975,784,47.4,4360000
Russia,Russia,1975,17400,67.8,134000000
Romania,Romania,1975,12600,70.1,21700000
Qatar,Qatar,1975,156000,68.7,164000
Portugal,Portugal,1975,12100,69.7,9220000
Poland,Poland,1975,11600,70.8,34000000
Philippines,Philippines,1975,3630,63.9,41300000
Peru,Peru,1975,7590,62.2,15200000
Paraguay,Paraguay,1975,4140,70.6,2790000
Papua New Guinea,Papua New Guinea,1975,1870,55.1,2880000
Panama,Panama,1975,7250,71.5,1750000
Palestine,Palestine,1975,1500,67.1,1320000
Pakistan,Pakistan,1975,1860,58.7,66800000
Oman,Oman,1975,22200,56.3,882000
Norway,Norway,1975,27300,74.8,4010000
North Korea,North Korea,1975,1840,69.8,16300000
Nigeria,Nigeria,1975,4060,52.6,63400000
Niger,Niger,1975,1060,43.2,5180000
Nicaragua,Nicaragua,1975,6640,64.5,2800000
New Zealand,New Zealand,1975,21600,72.2,3080000
Netherlands,Netherlands,1975,22600,74.7,13700000
Nepal,Nepal,1975,983,50.6,13300000
Namibia,Namibia,1975,6020,59.1,905000
Myanmar,Myanmar,1975,806,52.5,29700000
Mozambique,Mozambique,1975,488,49.5,10300000
Morocco,Morocco,1975,2740,57.8,17800000
Montenegro,Montenegro,1975,13500,73.3,554000
Mongolia,Mongolia,1975,1950,58,1480000
Moldova,Moldova,1975,5740,63.9,3840000
Mexico,Mexico,1975,10300,64.7,60900000
Mauritius,Mauritius,1975,4030,62.9,892000
Mauritania,Mauritania,1975,2760,54.8,1330000
Marshall Islands,Marshall Islands,1975,2420,62.7,25600
Malta,Malta,1975,7050,70.7,323000
Mali,Mali,1975,1000,41.6,6480000
Maldives,Maldives,1975,1290,44.3,137000
Malaysia,Malaysia,1975,5340,66.9,12200000
Malawi,Malawi,1975,833,46.4,5290000
Madagascar,Madagascar,1975,2310,53.1,7560000
Luxembourg,Luxembourg,1975,32700,71.2,354000
Lithuania,Lithuania,1975,14100,71.1,3300000
Libya,Libya,1975,41700,69.1,2650000
Liberia,Liberia,1975,2110,49.8,1630000
Lesotho,Lesotho,1975,924,57,1150000
Lebanon,Lebanon,1975,10400,59.6,2580000
Latvia,Latvia,1975,9380,69.1,2470000
Lao,Lao,1975,1390,45.7,3050000
Kyrgyz Republic,Kyrgyz Republic,1975,3570,61.9,3290000
Kuwait,Kuwait,1975,90700,70,1020000
Kiribati,Kiribati,1975,7360,57.7,55200
Kenya,Kenya,1975,2000,59.8,13500000
Jordan,Jordan,1975,4410,64.8,2060000
Japan,Japan,1975,17000,74.3,112000000
Jamaica,Jamaica,1975,7700,70.9,2030000
Italy,Italy,1975,18700,72.8,55300000
Israel,Israel,1975,15400,71.5,3340000
Ireland,Ireland,1975,13500,71.7,3180000
Iraq,Iraq,1975,10700,61.1,11700000
Iran,Iran,1975,15500,64.5,32700000
Indonesia,Indonesia,1975,2650,56.5,131000000
India,India,1975,1200,51.5,621000000
Iceland,Iceland,1975,19300,75.2,218000
Hungary,Hungary,1975,15100,69.4,10500000
Honduras,Honduras,1975,3040,60.8,3150000
Haiti,Haiti,1975,2260,48.3,5140000
Guyana,Guyana,1975,4060,61.9,746000
Guinea-Bissau,Guinea-Bissau,1975,1860,45,778000
Guinea,Guinea,1975,1070,46.2,4360000
Guatemala,Guatemala,1975,5280,55.8,6430000
Grenada,Grenada,1975,3630,69.3,92400
Greece,Greece,1975,15400,74.6,9010000
Ghana,Ghana,1975,2190,56.7,9830000
Germany,Germany,1975,23500,71.5,78900000
Georgia,Georgia,1975,6600,66.8,4870000
Gambia,Gambia,1975,1780,56.9,521000
Gabon,Gabon,1975,18300,55.1,650000
France,France,1975,20900,73.2,53000000
Finland,Finland,1975,19600,71.7,4720000
Fiji,Fiji,1975,5390,64.3,577000
Ethiopia,Ethiopia,1975,728,43.6,32600000
Estonia,Estonia,1975,11600,69.9,1420000
Eritrea,Eritrea,1975,1020,47.1,2080000
Equatorial Guinea,Equatorial Guinea,1975,1140,46,260000
El Salvador,El Salvador,1975,5520,61.9,4150000
Egypt,Egypt,1975,3150,54.8,39200000
Ecuador,Ecuador,1975,6840,65.3,6990000
Dominican Republic,Dominican Republic,1975,4400,67.1,5150000
Dominica,Dominica,1975,3550,70.3,72100
Djibouti,Djibouti,1975,4410,60.8,224000
Denmark,Denmark,1975,24100,74.1,5060000
Czech Republic,Czech Republic,1975,17300,70.5,10100000
Cyprus,Cyprus,1975,8430,71.2,650000
Cuba,Cuba,1975,11500,73.5,9440000
Croatia,Croatia,1975,15200,69.3,4500000
Cote d'Ivoire,Cote d'Ivoire,1975,4120,53.6,6610000
Costa Rica,Costa Rica,1975,7060,71.8,2100000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1975,2050,51.6,22900000
Comoros,Comoros,1975,1580,52.9,257000
Colombia,Colombia,1975,5090,66.4,24800000
China,China,1975,924,63.3,921000000
Chile,Chile,1975,5950,67.2,10400000
Chad,Chad,1975,1440,51.2,4090000
Central African Republic,Central African Republic,1975,1170,48.4,2020000
Canada,Canada,1975,23700,73.7,23200000
Cameroon,Cameroon,1975,2400,53.6,7460000
Cambodia,Cambodia,1975,1110,24.8,7520000
Burundi,Burundi,1975,802,45.2,3670000
Burkina Faso,Burkina Faso,1975,703,46.1,6150000
Bulgaria,Bulgaria,1975,9710,71.3,8740000
Brazil,Brazil,1975,8610,63.6,108000000
Botswana,Botswana,1975,2980,59.5,826000
Bosnia and Herzegovina,Bosnia and Herzegovina,1975,2900,68.1,3990000
Bhutan,Bhutan,1975,955,51.2,350000
Benin,Benin,1975,1210,49.6,3270000
Belize,Belize,1975,3320,68.2,133000
Belgium,Belgium,1975,22100,72,9770000
Belarus,Belarus,1975,6290,71.2,9320000
Barbados,Barbados,1975,10400,71,246000
Bangladesh,Bangladesh,1975,1050,52.4,71300000
Bahrain,Bahrain,1975,33700,67.8,267000
Bahamas,Bahamas,1975,14300,66.8,189000
Azerbaijan,Azerbaijan,1975,7990,64.3,5670000
Austria,Austria,1975,21500,71.2,7640000
Australia,Australia,1975,21700,72.7,13800000
Armenia,Armenia,1975,3820,68,2830000
Argentina,Argentina,1975,12800,67.3,26100000
Antigua and Barbuda,Antigua and Barbuda,1975,6230,68.4,71600
Angola,Angola,1975,5620,49.5,7680000
Andorra,Andorra,1975,34100,77.4,30700
Algeria,Algeria,1975,8200,59.5,16700000
Albania,Albania,1975,4330,70.3,2410000
Afghanistan,Afghanistan,1975,1210,46.3,12600000
Vietnam,,1975,1020,61.2,48700000
Turkmenistan,,1975,10500,58.7,2530000
Swaziland,,1975,5250,54.9,517000
"Micronesia, Fed. Sts.",,1975,2710,60.7,63100
"Macedonia, FYR",,1975,8080,68.9,1800000
Kazakhstan,,1975,13100,64.9,14100000
"Congo, Rep.",,1975,3710,51,1590000
Cape Verde,,1975,787,61.6,272000
Brunei,,1975,96800,69.2,162000
Bolivia,,1975,4230,53.4,5010000
Zimbabwe,Zimbabwe,1976,2620,58.8,6310000
Zambia,Zambia,1976,3550,57.9,5140000
Yemen,Yemen,1976,2940,49.7,7030000
Venezuela,Venezuela,1976,18900,68.3,13700000
Vanuatu,Vanuatu,1976,2080,59.2,103000
Uzbekistan,Uzbekistan,1976,3640,65.5,14300000
Uruguay,Uruguay,1976,8570,69,2840000
United States,United States,1976,27000,72.8,221000000
United Kingdom,United Kingdom,1976,19400,72.7,56200000
United Arab Emirates,United Arab Emirates,1976,161000,68.9,647000
Ukraine,Ukraine,1976,9070,69.2,49000000
Uganda,Uganda,1976,982,51.5,11100000
Turkey,Turkey,1976,9650,60.9,40200000
Tunisia,Tunisia,1976,4290,63,5780000
Trinidad and Tobago,Trinidad and Tobago,1976,12900,66.8,1030000
Tonga,Tonga,1976,1920,66.1,89300
Togo,Togo,1976,1770,54.3,2460000
Timor-Leste,Timor-Leste,1976,792,44.8,655000
Thailand,Thailand,1976,2970,65.5,43400000
Tanzania,Tanzania,1976,1570,54.6,16500000
Tajikistan,Tajikistan,1976,4940,58.9,3490000
Syria,Syria,1976,4370,67.6,7790000
Switzerland,Switzerland,1976,37900,75,6360000
Sweden,Sweden,1976,25400,75.2,8220000
Suriname,Suriname,1976,10600,65.1,361000
Sudan,Sudan,1976,2390,53.9,12600000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1976,2980,67.1,96600
St. Lucia,St. Lucia,1976,4880,67.5,111000
Sri Lanka,Sri Lanka,1976,2280,65.5,14000000
Spain,Spain,1976,16600,73.8,36400000
South Sudan,South Sudan,1976,2650,50.4,4220000
South Korea,South Korea,1976,4470,64.9,35900000
South Africa,South Africa,1976,10700,59,26900000
Somalia,Somalia,1976,1030,48.2,4290000
Solomon Islands,Solomon Islands,1976,1010,57,201000
Slovenia,Slovenia,1976,16600,69.6,1760000
Slovak Republic,Slovak Republic,1976,12900,70.5,4800000
Singapore,Singapore,1976,15600,70.7,2290000
Sierra Leone,Sierra Leone,1976,1450,47.5,3060000
Seychelles,Seychelles,1976,8980,68.4,61100
Serbia,Serbia,1976,13500,71.3,8580000
Senegal,Senegal,1976,2120,49.9,5060000
Saudi Arabia,Saudi Arabia,1976,92600,69.3,7820000
Sao Tome and Principe,Sao Tome and Principe,1976,2260,62.1,84900
Samoa,Samoa,1976,3550,66.1,152000
Rwanda,Rwanda,1976,746,47.6,4500000
Russia,Russia,1976,18100,67.5,135000000
Romania,Romania,1976,13100,70.4,21900000
Qatar,Qatar,1976,160000,69.4,174000
Portugal,Portugal,1976,12600,70.1,9350000
Poland,Poland,1976,11800,70.8,34300000
Philippines,Philippines,1976,3840,63.7,42500000
Peru,Peru,1976,7490,62.9,15600000
Paraguay,Paraguay,1976,4310,70.9,2860000
Papua New Guinea,Papua New Guinea,1976,1770,55.2,2960000
Panama,Panama,1976,7200,72.1,1790000
Palestine,Palestine,1976,1690,67.3,1360000
Pakistan,Pakistan,1976,1910,59,68800000
Oman,Oman,1976,23900,58.3,927000
Norway,Norway,1976,28900,75,4030000
North Korea,North Korea,1976,1850,70.1,16600000
Nigeria,Nigeria,1976,4300,53,65200000
Niger,Niger,1976,1050,43.1,5330000
Nicaragua,Nicaragua,1976,6760,65.2,2880000
New Zealand,New Zealand,1976,21900,72.3,3110000
Netherlands,Netherlands,1976,23600,74.8,13800000
Nepal,Nepal,1976,1000,50.9,13600000
Namibia,Namibia,1976,6130,59.2,928000
Myanmar,Myanmar,1976,828,53.3,30400000
Mozambique,Mozambique,1976,449,49.7,10600000
Morocco,Morocco,1976,2990,58.5,18200000
Montenegro,Montenegro,1976,13900,73.4,560000
Mongolia,Mongolia,1976,1980,58.2,1520000
Moldova,Moldova,1976,5960,64.1,3880000
Mexico,Mexico,1976,10500,65,62600000
Mauritius,Mauritius,1976,4630,63.4,907000
Mauritania,Mauritania,1976,2940,55.1,1370000
Marshall Islands,Marshall Islands,1976,2340,63.1,26600
Malta,Malta,1976,8100,70.8,324000
Mali,Mali,1976,1110,42.2,6600000
Maldives,Maldives,1976,1270,44.8,141000
Malaysia,Malaysia,1976,5880,67.4,12500000
Malawi,Malawi,1976,844,46.9,5450000
Madagascar,Madagascar,1976,2180,53.4,7770000
Luxembourg,Luxembourg,1976,33300,71.5,357000
Lithuania,Lithuania,1976,14600,71.2,3330000
Libya,Libya,1976,50000,69.7,2750000
Liberia,Liberia,1976,2150,50.3,1670000
Lesotho,Lesotho,1976,1050,57.3,1180000
Lebanon,Lebanon,1976,4370,34.9,2600000
Latvia,Latvia,1976,9780,69.2,2480000
Lao,Lao,1976,1430,46.2,3100000
Kyrgyz Republic,Kyrgyz Republic,1976,3560,62.3,3350000
Kuwait,Kuwait,1976,91300,70.2,1090000
Kiribati,Kiribati,1976,5290,58.1,56000
Kenya,Kenya,1976,2010,60.2,14000000
Jordan,Jordan,1976,5280,65.1,2120000
Japan,Japan,1976,17500,74.8,114000000
Jamaica,Jamaica,1976,7120,71.2,2060000
Italy,Italy,1976,19900,73.1,55600000
Israel,Israel,1976,15200,72.1,3430000
Ireland,Ireland,1976,13500,72,3240000
Iraq,Iraq,1976,12200,63.1,12100000
Iran,Iran,1976,17600,65.6,33700000
Indonesia,Indonesia,1976,2840,57,134000000
India,India,1976,1190,52.1,636000000
Iceland,Iceland,1976,20200,75.7,220000
Hungary,Hungary,1976,15100,69.6,10600000
Honduras,Honduras,1976,3240,60.8,3250000
Haiti,Haiti,1976,2430,48.7,5240000
Guyana,Guyana,1976,4100,62.2,754000
Guinea-Bissau,Guinea-Bissau,1976,1810,45.4,784000
Guinea,Guinea,1976,1160,46.6,4380000
Guatemala,Guatemala,1976,5550,49.9,6600000
Grenada,Grenada,1976,4000,69.6,91400
Greece,Greece,1976,16200,74.8,9120000
Ghana,Ghana,1976,2070,56.9,10000000
Germany,Germany,1976,24800,71.9,78800000
Georgia,Georgia,1976,6970,67.3,4900000
Gambia,Gambia,1976,1920,57.2,536000
Gabon,Gabon,1976,21900,56,664000
France,France,1976,21700,73.5,53300000
Finland,Finland,1976,19400,72,4730000
Fiji,Fiji,1976,5440,64.8,588000
Ethiopia,Ethiopia,1976,716,43.5,33100000
Estonia,Estonia,1976,12100,69.6,1430000
Eritrea,Eritrea,1976,999,47.4,2130000
Equatorial Guinea,Equatorial Guinea,1976,1270,46.6,252000
El Salvador,El Salvador,1976,5570,62.5,4240000
Egypt,Egypt,1976,3500,55.5,40100000
Ecuador,Ecuador,1976,7280,65.8,7180000
Dominican Republic,Dominican Republic,1976,4590,67.5,5280000
Dominica,Dominica,1976,3740,70.9,72600
Djibouti,Djibouti,1976,4600,61.1,249000
Denmark,Denmark,1976,25700,74.2,5080000
Czech Republic,Czech Republic,1976,17500,70.6,10100000
Cyprus,Cyprus,1976,10000,71.3,658000
Cuba,Cuba,1976,11700,73.6,9540000
Croatia,Croatia,1976,15600,69.5,4520000
Cote d'Ivoire,Cote d'Ivoire,1976,4440,54.1,6920000
Costa Rica,Costa Rica,1976,7240,72.4,2150000
"Congo, Dem. Rep.","Congo, Dem. Rep.",1976,1850,51.8,23600000
Comoros,Comoros,1976,1530,53.2,266000
Colombia,Colombia,1976,5260,66.9,25300000
China,China,1976,896,62.8,937000000
Chile,Chile,1976,6060,67.5,10600000
Chad,Chad,1976,1390,50.8,4170000
Central African Republic,Central African Republic,1976,1190,48.6,2060000
Canada,Canada,1976,24600,74,23500000
Cameroon,Cameroon,1976,2380,54,7670000
Cambodia,Cambodia,1976,1130,24.7,7400000
Burundi,Burundi,1976,850,45.3,3740000
Burkina Faso,Burkina Faso,1976,683,46.4,6270000
Bulgaria,Bulgaria,1976,9960,71.3,8770000
Brazil,Brazil,1976,9280,64.1,110000000
Botswana,Botswana,1976,3370,60,858000
Bosnia and Herzegovina,Bosnia and Herzegovina,1976,2920,68.4,4030000
Bhutan,Bhutan,1976,1010,51.6,361000
Benin,Benin,1976,1230,50,3350000
Belize,Belize,1976,3240,68.4,135000
Belgium,Belgium,1976,23400,72.3,9790000
Belarus,Belarus,1976,6600,71,9380000
Barbados,Barbados,1976,10800,71.2,247000
Bangladesh,Bangladesh,1976,1070,52.6,73000000
Bahrain,Bahrain,1976,41200,68.4,284000
Bahamas,Bahamas,1976,14800,67.1,193000
Azerbaijan,Azerbaijan,1976,8260,64.9,5770000
Austria,Austria,1976,22500,71.6,7640000
Australia,Australia,1976,22400,73,14000000
Armenia,Armenia,1976,3920,68.4,2890000
Argentina,Argentina,1976,12600,67.8,26500000
Antigua and Barbuda,Antigua and Barbuda,1976,5670,68.6,72300
Angola,Angola,1976,5200,49.5,7900000
Andorra,Andorra,1976,34000,77.7,31800
Algeria,Algeria,1976,8480,60,17200000
Albania,Albania,1976,4340,70.8,2460000
Afghanistan,Afghanistan,1976,1240,46.5,12800000
Vietnam,,1976,1170,63,49800000
Turkmenistan,,1976,10700,59.2,2590000
Swaziland,,1976,5290,55.6,533000
"Micronesia, Fed. Sts.",,1976,2670,61,64400
"Macedonia, FYR",,1976,8260,69,1830000
Kazakhstan,,1976,13500,65.1,14300000
"Congo, Rep.",,1976,3780,51.4,1640000
Cape Verde,,1976,775,62.4,274000
Brunei,,1976,112000,69.3,168000
Bolivia,,1976,4450,54,5120000
Zimbabwe,Zimbabwe,1977,2380,58.4,6500000
Zambia,Zambia,1977,3310,58,5320000
Yemen,Yemen,1977,3170,50.7,7270000
Venezuela,Venezuela,1977,19500,69,14100000
Vanuatu,Vanuatu,1977,2000,59.5,106000
Uzbekistan,Uzbekistan,1977,3620,65.8,14700000
Uruguay,Uruguay,1977,8610,69.1,2860000
United States,United States,1977,28000,73.2,223000000
United Kingdom,United Kingdom,1977,19900,73,56300000
United Arab Emirates,United Arab Emirates,1977,163000,69.4,748000
Ukraine,Ukraine,1977,9240,69,49300000
Uganda,Uganda,1977,974,51.6,11500000
Turkey,Turkey,1977,9360,62,41100000
Tunisia,Tunisia,1977,4330,63.6,5920000
Trinidad and Tobago,Trinidad and Tobago,1977,13500,67.1,1040000
Tonga,Tonga,1977,1990,66.1,90300
Togo,Togo,1977,1830,54.7,2520000
Timor-Leste,Timor-Leste,1977,811,45,636000
Thailand,Thailand,1977,3200,65.8,44400000
Tanzania,Tanzania,1977,1580,55,17000000
Tajikistan,Tajikistan,1977,4870,59.5,3590000
Syria,Syria,1977,4180,68,8060000
Switzerland,Switzerland,1977,39000,75.2,6340000
Sweden,Sweden,1977,24600,75.4,8250000
Suriname,Suriname,1977,11800,65.3,361000
Sudan,Sudan,1977,2670,54.4,13000000
St. Vincent and the Grenadines,St. Vincent and the Grenadines,1977,3030,67.6,97600
St. Lucia,St. Lucia,1977,5270,67.8,113000
Sri Lanka,Sri Lanka,1977,2400,66.3,14300000
Spain,Spain,1977,17100,74.2,36800000
South Sudan,South Sudan,1977,2970,50.7,4330000
South Korea,South Korea,1977,4810,65.6,36500000
South Africa,South Africa,1977,10500,59.1,27600000
Somalia,Somalia,1977,1050,50.7,4830000
Solomon Islands,Solomon Islands,1977,1120,57.2,208000
Slovenia,Slovenia,1977,17700,69.8,1780000
Slovak Republic,Slovak Republic,1977,13400,70.6,4850000
Singapore,Singapore,1977,16600,71,2320000
Sierra Leone,Sierra Leone,1977,1430,47.8,3130000
Seychelles,Seychelles,1977,9460,68.8,62500
Serbia,Serbia,1977,14300,71.4,8660000
Senegal,Senegal,1977,2000,50.5,5190000
Saudi Arabia,Saudi Arabia,1977,89600,69.8,8230000
Sao Tome and Principe,Sao Tome and Principe,1977,2710,62.6,87400
Samoa,Samoa,1977,3490,66.5,153000
Rwanda,Rwanda,1977,759,48,4650000
Russia,Russia,1977,18400,67.5,135000000
Romania,Romania,1977,13200,69.8,22100000
Qatar,Qatar,1977,142000,69.9,182000
Portugal,Portugal,1977,13300,70.3,9480000
Poland,Poland,1977,11900,70.6,34600000
Philippines,Philippines,1977,3950,64.2,43700000
Peru,Peru,1977,7290,63.4,16100000
Paraguay,Paraguay,1977,4660,71.2,2940000
Papua New Guinea,Papua New Guinea,1977,1750,55.2,3040000
Panama,Panama,1977,7100,72.6,1840000
Palestine,Palestine,1977,1610,67.5,1400000
Pakistan,Pakistan,1977,1950,59.3,70900000
Oman,Oman,1977,22900,59.2,978000
Norway,Norway,1977,30100,75.3,4040000
North Korea,North Korea,1977,1880,70.3,16800000
Nigeria,Nigeria,1977,4430,53.5,67200000
Niger,Niger,1977,1110,43.1,5490000
Nicaragua,Nicaragua,1977,7100,66.1,2970000
New Zealand,New Zealand,1977,20700,72.5,3120000
Netherlands,Netherlands,1977,24200,75.2,13900000
Nepal,Nepal,1977,1000,51.3,13900000
Namibia,Namibia,1977,6340,59.3,949000
Myanmar,Myanmar,1977,849,53.8,31100000
Mozambique,Mozambique,1977,438,49.8,10900000
Morocco,Morocco,1977,3070,59.1,18600000
Montenegro,Montenegro,1977,14800,73.6,566000
Mongolia,Mongolia,1977,2120,58.4,1560000
Moldova,Moldova,1977,6040,64.4,3910000
Mexico,Mexico,1977,10500,65.3,64300000
Mauritius,Mauritius,1977,4860,64,922000
Mauritania,Mauritania,1977,2860,55.5,1410000
Marshall Islands,Marshall Islands,1977,2320,63.4,27500
Malta,Malta,1977,8840,71,326000
Mali,Mali,1977,1180,42.9,6710000
Maldives,Maldives,1977,1370,45.4,145000
Malaysia,Malaysia,1977,6220,67.5,12800000
Malawi,Malawi,1977,865,47.4,5630000
Madagascar,Madagascar,1977,2180,53.9,8000000
Luxembourg,Luxembourg,1977,33800,71.9,359000
Lithuania,Lithuania,1977,14800,70.9,3350000
Libya,Libya,1977,53600,69.7,2870000
Liberia,Liberia,1977,2110,50.6,1720000
Lesotho,Lesotho,1977,1210,57.7,1210000
Lebanon,Lebanon,1977,7510,52.7,2610000
Latvia,Latvia,1977,9970,69.2,2490000
Lao,Lao,1977,1460,46.6,3140000
